time,symbol,action,side,qty,price,notional,margin,fee,realized_pnl,nav_after,reason
2025-11-23 06:58:38,BNB,open_long,long,4.601598449987891,825.8,3800.0,1900.0,3.8,-3.8,,
2025-11-23 06:58:38,SOL,open_long,long,26.53554983220167,128.13,3400.0,1700.0,3.4,-3.4,,
2025-11-27 16:14:29,SOL,close_position,long,26.53554983220167,142.87,3791.134,1700.0,3.791,387.343,,
2025-11-27 20:13:52,BTC,open_long,long,0.0230291110993406,86846.6,2000.0,1000.0,2.0,-2.0,,
2025-11-27 20:16:51,BNB,close_position,long,4.601598449987891,845.0,3888.3506902397676,1900.0,3.8883506902397675,84.46233954952795,,stop_loss
