time,symbol,action,side,qty,price,notional,margin,fee,realized_pnl,nav_after,reason
2025-11-23 06:58:38,BNB,open_long,long,4.601598449987891,825.8,3800.0,1900.0,3.8,-3.8,,
2025-11-23 06:58:38,SOL,open_long,long,26.53554983220167,128.13,3400.0,1700.0,3.4,-3.4,,
2025-11-27 16:14:29,SOL,close_position,long,26.53554983220167,142.87,3791.134,1700.0,3.791,387.343,,
2025-11-27 20:13:52,BTC,open_long,long,0.0230291110993406,86846.6,2000.0,1000.0,2.0,-2.0,,
2025-11-27 20:20:06,BNB,close_position,long,4.601598449987891,845.0,3888.350690239768,1900.0,3.888350690239768,84.46233954952795,,stop_loss
2025-11-27 20:28:28,BTC,open_long,long,0.0230291110993406,86846.6,2000.0,1000.0,2.0,-2.0,,
2025-11-27 20:28:28,BNB,open_long,long,2.369949046095509,843.9,2000.0,1000.0,2.0,-2.0,,
