datetime,open,high,low,close,volume,ret,log_return,ma_5,ma_20,ma_60,ma_cross,momentum_12,macd,macd_signal,macd_hist,atr_14,bb_width_20,bb_pos_20,volatility_20,rsi_14,volume_ma_20,rel_volume_20,price_position_20,future_4h_ret,future_24h_ret
2025-03-27 16:00:00,0.1921,0.19318,0.18774,0.191,102868870.822514,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026701570680628,-0.0662423636025779
2025-03-27 20:00:00,0.19101,0.19338,0.19015,0.19049,35892817.154949,-0.0026701570680628,-0.0026737282960231,0.0,0.0,0.0,0,0.0,-4.068376068375179e-05,-8.136752136750359e-06,-3.254700854700143e-05,0.0052821428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0057220851488265,-0.0542766527210979
2025-03-28 00:00:00,0.19048,0.1929,0.18759,0.1894,67212433.960373,-0.0057220851488265,-0.0057385189986286,0.0,0.0,0.0,0,0.0,-0.0001590464363113,-3.831868897167468e-05,-0.0001207277473396,0.0052841326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0412882787750793,-0.0570432493299278
2025-03-28 04:00:00,0.18941,0.1899,0.18124,0.18158,144603363.591125,-0.0412882787750793,-0.0421648528083669,0.0,0.0,0.0,0,0.0,-0.0008737858951499,-0.0002054121302073,-0.0006683737649426,0.0055252660349854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013768036127326,-0.0380256884777405
2025-03-28 08:00:00,0.18157,0.18284,0.17885,0.18183,134902438.039259,0.0013768036127326,0.0013758566876921,0.18686,0.0,0.0,0,0.0,-0.0014038662586828,-0.0004451029559024,-0.0009587633027803,0.0054156041753436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0129241599296044,-0.0669306784351191
2025-03-28 12:00:00,0.18183,0.18266,0.17791,0.17948,145153762.691672,-0.0129241599296044,-0.0130084035235206,0.184556,0.0,0.0,0,0.0,-0.0019906372983887,-0.0007542098243996,-0.001236427473989,0.0053680610199619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0050144862937375,-0.0544773282983583
2025-03-28 16:00:00,0.17953,0.18135,0.17843,0.17858,59872768.424822,-0.0050144862937375,-0.0050271010187123,0.182174,0.0,0.0,0,0.0,-0.0024994677449004,-0.0011032614084998,-0.0013962063364005,0.005193199518536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092955538134171,-0.0524067892490861
2025-03-28 20:00:00,0.17857,0.18155,0.17719,0.18024,57394857.662968,0.0092955538134171,0.0092526160349188,0.180342,0.0,0.0,0,0.0,-0.0027372184623109,-0.001430052819262,-0.0013071656430488,0.005133685267212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0084886817576564,-0.0604031816121667
2025-03-29 00:00:00,0.18025,0.18257,0.17507,0.17871,71429527.417138,-0.0084886817576564,-0.0085249158152832,0.179768,0.0,0.0,0,0.0,-0.0030143483011675,-0.0017469119156431,-0.0012674363855243,0.0053027077481254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0222707179228919,-0.0448963351930335
2025-03-29 04:00:00,0.1787,0.17975,0.17371,0.17473,75436384.722975,-0.0222707179228919,-0.0225224549577588,0.178348,0.0,0.0,0,0.0,-0.0035146141486914,-0.0021004523622528,-0.0014141617864386,0.0053553714804022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027528186344646,-0.0242068764209469
