datetime,open,high,low,close,volume,ret,log_return,ma_5,ma_20,ma_60,ma_cross,momentum_12,macd,macd_signal,macd_hist,atr_14,bb_width_20,bb_pos_20,volatility_20,rsi_14,volume_ma_20,rel_volume_20,price_position_20,future_4h_ret,future_24h_ret
2025-06-25 16:00:00,642.8,647.7,642.3,647.7,717.948769,-0.0175714481061123,-0.0177276586016898,145.682,139.481,144.20533333333333,0,0.076894251667541,0.0,0.0,0.0,5.400000000000091,0.1801719313432676,0.6674853169383748,0.0178973613020808,54.26014351750382,220779.6955699,1.1658719763136258,0.6,-0.0024702794503628,-0.0038443520346498
2025-06-25 20:00:00,647.7,648.4,644.3,646.1,510.524602,-0.0024702794503628,-0.0024733356247515,145.44,140.0555,144.08066666666667,0,0.0352671864940268,-0.1276353276354029,-0.0255270655270805,-0.1021082621083223,5.307142857142943,0.1773491201220297,0.6877914827175018,0.0175522968946069,56.43313415056931,217173.57616385,0.5251774210687109,0.8,0.0040241448692153,-0.0057138121999101
2025-06-26 00:00:00,646.2,650.3,645.6,648.7,1090.534486,0.0040241448692153,0.0040160696548899,145.048,140.8065,143.924,0,-0.0065051903114187,-0.0187725748980938,-0.0241761674012832,0.0054035925031894,5.263775510204157,0.1606480971015499,0.621726964375935,0.0152322550099761,53.358642776278494,187774.911808,0.6018691019733183,0.45,-0.0016956990904887,-0.0039783057615289
2025-06-26 04:00:00,648.7,649.5,644.6,647.6,1743.284143,-0.0016956990904887,-0.0016971384155297,144.83200000000002,141.648,143.76333333333335,0,0.0188507994135307,-0.0210165996775231,-0.0235442538565312,0.002527654179008,5.237791545189573,0.1432476638033971,0.7110321716923642,0.0154192017586059,58.351134200709225,184734.80830655,0.8432535567173709,0.875,-0.0044780728844965,-0.0059972019349311
2025-06-26 08:00:00,647.6,648.7,644.6,644.7,1438.507661,-0.0044780728844965,-0.0044881294869055,646.96,142.3195,143.5615,0,0.0079861111111112,-0.2538742646794389,-0.0696102560211127,-0.1842640086583262,5.156520720533177,0.1286930763601516,0.6545409463119137,0.0152556632606453,56.21831087955645,176490.76409329998,0.6187934925437037,0.75,0.0007755545214829,0.0015879083893665
2025-06-26 12:00:00,644.7,645.8,641.1,645.2,1849.282947,0.0007755545214829,0.0007752539344793,646.46,142.868,143.3478333333333,0,-0.0062266500622665,-0.3935334123056009,-0.1343948872780104,-0.2591385250275905,5.1239120976379455,0.1123299823347438,0.5481046040860965,0.0156237524246177,52.23764099572527,174970.6793124,0.46524727018209,0.375,0.0,0.0023610606976806
2025-06-26 16:00:00,645.1,647.7,644.4,645.2,1021.725689,0.0,0.0,646.28,143.3,143.12216666666666,0,-0.0092143549951504,-0.4984682611601556,-0.2072095620544394,-0.2912586991057161,4.993632662092383,0.0978981085186773,0.4793282375049645,0.0155918690540434,50.62696369705081,177485.0552005,1.0237878250409902,0.2,-0.0043397396156231,0.0005054862427555
2025-06-26 20:00:00,645.2,646.7,641.5,642.4,581.344817,-0.0043397396156231,-0.0043491836185019,645.0200000000001,143.7095,142.86383333333333,0,-0.0093288777499301,-0.798363447457632,-0.3254403391350779,-0.472923108322554,5.008373186228644,0.0785289539439521,0.3751036376945323,0.0156593065522681,48.80074041499326,179348.7722915,0.7553432745712774,0.15,0.0057596513075965,0.0051550631937775
2025-06-27 00:00:00,642.5,646.2,639.2,646.1,1052.611654,0.0057596513075965,0.0057431279315679,644.72,143.9915,142.66933333333333,0,-0.0470088398547249,-0.7290692094005635,-0.4061661131881751,-0.3229030962123884,5.15063224435517,0.0532414315155158,-0.141964347629203,0.0166096414909797,41.47162008877697,169164.32377385002,0.8286016968116059,0.05,-0.0037145952638909,-0.0024630363095755
2025-06-27 04:00:00,646.2,647.0,642.9,643.7,799.693294,-0.0037145952638909,-0.0037215115055495,644.5200000000001,144.0695,142.4691666666667,0,-0.0286558548653107,-0.8579233623826212,-0.4965175630270643,-0.3614057993555569,5.075587084044088,0.0491471422577272,0.1159226079063617,0.0132333153830194,47.468957316802346,149505.40119295,0.7379315516475295,0.1,0.0031070374398012,0.0052856939426783
2025-06-27 08:00:00,643.6,645.8,643.4,645.7,892.775177,0.0031070374398012,0.0031022205738512,644.6200000000001,143.861,142.26333333333335,0,-0.0454390857764775,-0.7895564068855947,-0.5551253317987704,-0.2344310750868242,4.88447372089808,0.0540575600945781,0.0459557261641827,0.0107913717812797,45.235775833013726,132721.15649885,0.5306054067921733,0.1,0.001548706829797,0.0014059784005746
