datetime,open,high,low,close,volume,ret,log_return,ma_5,ma_20,ma_60,ma_cross,momentum_12,macd,macd_signal,macd_hist,atr_14,bb_width_20,bb_pos_20,volatility_20,rsi_14,volume_ma_20,rel_volume_20,price_position_20,future_4h_ret,future_24h_ret
2025-03-27 16:00:00,86969.6,87425.9,86800.0,87062.7,751.18255616,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,625.8999999999942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018986316757922,-0.0379554412826274
2025-03-27 20:00:00,87062.7,87724.0,86931.8,87228.0,594.24525248,0.0018986316757922,0.0018968315528256,0.0,0.0,0.0,0,0.0,13.186324786336629,2.637264957267325,10.549059829069302,637.7785714285658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0049777594350437,-0.0323190980968809
2025-03-28 00:00:00,87228.0,87504.4,86700.0,86793.8,2010.60924003,-0.0049777594350437,-0.0049901897467646,0.0,0.0,0.0,0,0.0,-11.269817615102513,-0.1441515572066416,-11.12566605789587,649.6801020408107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018340019678825,-0.030574889894673
2025-03-28 04:00:00,86793.9,86838.7,85156.1,85202.0,2702.61632588,-0.018340019678825,-0.0185102828055744,0.0,0.0,0.0,0,0.0,-157.28337855509017,-31.571996956783348,-125.71138159830682,723.4600947521807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005621933757422,-0.0171413337001857
2025-03-28 08:00:00,85202.0,85440.0,84808.8,85249.9,1656.3839916,0.0005621933757422,0.0005620354042506,86307.28,0.0,0.0,0,0.0,-266.06798181514023,-78.47119392845472,-187.5967878866855,716.8700879841675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0140574944955946,-0.0349972432067783
2025-03-28 12:00:00,85249.9,85631.5,83958.9,84051.5,2967.63495263,-0.0140574944955946,-0.0141572369271043,85705.04,0.0,0.0,0,0.0,-443.8648307303956,-151.5499212888429,-292.3149094415527,785.1365102710131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030409927246985,-0.0194183593375783
2025-03-28 16:00:00,84051.5,84216.2,83585.0,83795.9,1478.66540443,-0.0030409927246985,-0.0030456259385049,85018.62,0.0,0.0,0,0.0,-598.4958111542364,-240.93909926192163,-357.5567118923148,774.1410452516549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075349748615387,-0.012106475646785
2025-03-28 20:00:00,83796.0,84544.9,83700.0,84427.3,1008.12069786,0.0075349748615387,0.0075067287389345,84545.31999999999,0.0,0.0,0,0.0,-662.4568834389647,-325.24265609733027,-337.21422734163446,779.1952563051077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032335512328358,-0.0210948686384763
2025-03-29 00:00:00,84427.4,84626.7,83700.0,84154.3,681.62885543,-0.0032335512328358,-0.0032387904568717,84335.78,0.0,0.0,0,0.0,-726.7972462439502,-405.5535741266543,-321.24367211729594,789.7313094261713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0049064634843377,-0.0126562420336809
2025-03-29 04:00:00,84154.2,84254.2,83663.1,83741.4,529.93239265,-0.0049064634843377,-0.0049185396934786,84034.07999999999,0.0,0.0,0,0.0,-801.8616644388094,-484.8151921890853,-317.04647224972405,775.5433587528728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0172937161308504,-0.0077160762155769
2025-03-29 08:00:00,83741.3,83957.9,82011.0,82293.2,1886.07377801,-0.0172937161308504,-0.0174449991403066,83682.42000000001,0.0,0.0,0,0.0,-967.0607195551274,-581.2642976622938,-385.7964218928337,859.2116902705243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015213893736054,0.0100939904125465
2025-03-29 12:00:00,82293.2,82893.9,82128.8,82418.4,813.15435982,0.0015213893736054,0.0015202332332702,83406.92,0.0,0.0,0,0.0,-1075.4820793236868,-680.1078539945725,-395.3742253291143,852.489426679772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042708909660948,0.0038713042124368
2025-03-29 16:00:00,82418.4,82770.4,81644.2,82770.4,1256.79256873,0.0042708909660948,0.0042617965961195,83075.54000000001,0.0,0.0,0,-0.0493012507078232,-1120.0916110019316,-768.1046053960443,-351.98700560588725,872.040181916931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014534181301526,-0.0026392622484896
2025-03-29 20:00:00,82770.4,82797.6,82260.0,82650.1,360.76897729,-0.0014534181301526,-0.0014544753668119,82774.7,0.0,0.0,0,-0.0524820011922776,-1151.8741032170656,-844.8585049602486,-307.01559825681693,848.1515974942936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052050753719596,-0.003023520481361
2025-03-30 00:00:00,82650.0,83513.4,82493.1,83080.3,730.36350423,0.0052050753719596,0.0051915757911069,82642.48000000001,0.0,0.0,0,-0.0427853141583846,-1129.33019708113,-901.752843384425,-227.5773536967049,860.4479119589861,0.0,0.0,0.0,39.15494982748779,0.0,0.0,0.0,3.370233376620568e-05,-0.0186996983774049
2025-03-30 04:00:00,83080.3,83322.0,82865.2,83083.1,447.87522405,3.370233376620568e-05,3.370176585531495e-05,82800.45999999999,0.0,0.0,0,-0.0248691345273583,-1098.5743709395174,-941.1171488954436,-157.4572220440739,831.6159182476301,0.0,0.0,0.0,39.18888549736638,0.0,0.0,0.0,0.0005163504972731,-0.0137551949257087
2025-03-30 08:00:00,83083.0,83535.4,82975.0,83126.0,538.23532543,0.0005163504972731,0.0005162172342268,82941.98000000001,0.0,0.0,0,-0.0249138122156153,-1058.5363376839523,-964.6009866531454,-93.93535103080694,812.2433526585133,0.0,0.0,0.0,39.74340864226748,0.0,0.0,0.0,-0.0047012968265043,-0.0110607103495819
