datetime,open,high,low,close,volume,open_interest_usd,perp_volume_usd,funding_rate,liquidation_long_usd,liquidation_short_usd,ret_1d,ret_5d,ret_20d,volatility_daily,volatility_ma_7,open_interest_usd_ma_7,open_interest_usd_ma_30,open_interest_usd_zscore_60,open_interest_usd_change_pct_3d,liq_total_usd,liq_imbalance,liq_total_usd_zscore_60,funding_rate_ma_7,funding_rate_ma_30,funding_rate_zscore_60
2023-11-18 16:00:00+00:00,1952.71,1971.05,1943.21,1967.0,113191.025241,,,,,,,,,0.01415353329944073,,,,,,0.0,,,,,
2023-11-19 16:00:00+00:00,1967.01,2049.74,1966.02,2042.2,184147.318227,,,,,,0.03823080833756998,,,0.040995005386347955,,,,,,0.0,,,,,
2023-11-20 16:00:00+00:00,2042.07,2066.99,1951.23,1987.99,217155.197141,,,,,,-0.026544902556067007,,,0.05822966916332565,,,,,,0.0,,,,,
2023-11-21 16:00:00+00:00,1987.98,2044.26,1928.74,2033.6,297437.710612,,,,,,0.02294277134190814,,,0.05680566483084185,,,,,,0.0,,,,,
2023-11-22 16:00:00+00:00,2034.3,2092.14,2027.31,2042.01,201048.121139,,,,,,0.004135523210070824,,,0.03174813051845972,,,,,,0.0,,,,,
2023-11-23 16:00:00+00:00,2042.01,2134.3,2040.03,2116.58,171106.499802,,,,,,0.03651794065650993,0.07604473817996937,,0.04453883151121158,,,,,,0.0,,,,,
2023-11-24 16:00:00+00:00,2116.58,2125.66,2058.89,2077.96,124417.127016,,,,,,-0.018246416388702502,0.017510527862109493,,0.03213247608231149,0.039800472970277,,,,,0.0,,,,,
2023-11-25 16:00:00+00:00,2077.96,2094.59,2061.45,2064.86,95451.309923,,,,,,-0.006304259947255919,0.03866719651507311,,0.016049514252782428,0.04007132739218295,,,,,0.0,,,,,
2023-11-26 16:00:00+00:00,2064.85,2083.2,2000.11,2002.91,190164.044597,,,,,,-0.030002034036205827,-0.015091463414634076,,0.041484639849019636,0.04014127517256462,,,,,0.0,,,,,
2023-11-27 16:00:00+00:00,2002.92,2041.65,1985.72,2036.41,127573.155526,,,,,,0.016725664158649067,-0.0027423959725956237,,0.02746499968081087,0.035746322389348224,,,,,0.0,,,,,
2023-11-28 16:00:00+00:00,2036.69,2076.54,2020.02,2031.32,130141.05773,,,,,,-0.0024994966632456705,-0.040281964300900475,,0.027824271902014447,0.03160612339951574,,,,,0.0,,,,,
2023-11-29 16:00:00+00:00,2031.33,2052.4,2018.64,2033.32,81596.777275,,,,,,0.0009845814544238163,-0.021482607942405085,,0.016603387563197132,0.029442588691621085,,,,,0.0,,,,,
2023-11-30 16:00:00+00:00,2033.09,2111.6,2028.58,2080.04,149699.899542,,,,,,0.022977199850490848,0.007351588001123455,,0.0399126939866541,0.028781711902398584,,,,,0.0,,,,,
2023-12-01 16:00:00+00:00,2080.03,2110.0,2078.18,2104.4,86103.466713,,,,,,0.011711313243976118,0.05067127329735244,,0.01512069948678966,0.026351458103038326,,,,,0.0,,,,,
2023-12-02 16:00:00+00:00,2104.11,2195.55,2097.43,2160.78,175814.190126,,,,,,0.026791484508648544,0.06107316306637678,,0.045409528040800236,0.03054574578704087,,,,,0.0,,,,,
2023-12-03 16:00:00+00:00,2160.82,2275.6,2152.0,2211.98,278398.934546,,,,,,0.023695147122798188,0.088937242778095,,0.05587753957992383,0.03260187432002718,,,,,0.0,,,,,
2023-12-04 16:00:00+00:00,2211.82,2254.2,2187.98,2228.45,166488.63654,,,,,,0.007445817774120789,0.09596620305706915,,0.029715721689963788,0.03292340603562045,,,,,0.0,,,,,
2023-12-05 16:00:00+00:00,2228.44,2312.0,2219.85,2252.26,253927.648648,,,,,,0.010684556530323963,0.08279648468298695,,0.0409144592542602,0.034793432800226995,,,,,0.0,,,,,
2023-12-06 16:00:00+00:00,2252.53,2330.6,2219.0,2321.6,144423.584115,,,,,,0.030786854093221683,0.10321231704999034,,0.04807029634734662,0.03928870548367692,,,,,0.0,,,,,
2023-12-07 16:00:00+00:00,2321.61,2392.68,2315.92,2345.82,182016.685643,,,,,,0.010432460372157282,0.08563574264848794,,0.03272203323358133,0.03826146823323795,,,,,0.0,,,,,
2023-12-08 16:00:00+00:00,2345.64,2402.56,2337.11,2362.63,116818.835228,,,,,,0.007165937710480685,0.0681064024087017,0.20113370615149972,0.027702179350977435,0.04005882249955049,,,,,0.0,,,,,
2023-12-09 16:00:00+00:00,2362.63,2365.51,2322.08,2352.18,66258.07714,,,,,,-0.0044230370392318585,0.05552289708093072,0.15178728821858778,0.01846372301439528,0.03620942178149265,,,,,0.0,,,,,
2023-12-10 16:00:00+00:00,2352.08,2377.49,2121.01,2219.19,233508.770864,,,,,,-0.0565390403795627,-0.014683029490378585,0.1162983717221917,0.11557370031407836,0.044737444743514716,,,,,0.0,,,,,
2023-12-11 16:00:00+00:00,2219.27,2244.11,2156.1,2193.12,182612.707192,,,,,,-0.011747529504008258,-0.05534114403859414,0.07844217151848931,0.0401300430437004,0.04622520493690567,,,,,0.0,,,,,
2023-12-12 16:00:00+00:00,2193.01,2225.73,2145.27,2217.66,162785.019288,,,,,,0.011189538192164505,-0.0546333478271992,0.08601818796186111,0.03628148589053328,0.04556335159923038,,,,,0.0,,,,,
2023-12-13 16:00:00+00:00,2217.66,2317.71,2201.12,2275.0,223325.30166,,,,,,0.02585608253744942,-0.03709002255960525,0.07484715909627804,0.05124835164835171,0.04601735949937397,,,,,0.0,,,,,
2023-12-14 16:00:00+00:00,2275.0,2332.0,2224.56,2231.44,150100.948015,,,,,,-0.019147252747252708,-0.05133110561266563,0.0738609020385379,0.048148280930699484,0.048221109170390845,,,,,0.0,,,,,
2023-12-15 16:00:00+00:00,2231.45,2259.22,2192.0,2256.68,90426.332163,,,,,,0.011311081633384568,0.01689355125068137,0.09289733928692478,0.029787120903273748,0.04851895796357603,,,,,0.0,,,,,
2023-12-16 16:00:00+00:00,2256.94,2263.33,2200.22,2221.72,64808.290249,,,,,,-0.015491784391229557,0.013040782082147873,0.10924604700161256,0.028405919737860816,0.04993927178121397,,,,,0.0,,,,,
2023-12-17 16:00:00+00:00,2221.91,2248.93,2115.54,2155.18,147154.49578,,,,,,-0.02994976864771437,-0.028173840895358127,0.05832322567655823,0.06189274213754762,0.04227056347028101,,,,,0.0,,,,,
2023-12-18 16:00:00+00:00,2155.18,2254.89,2149.53,2191.36,137587.956061,,,,,,0.016787460908137763,-0.036764835164835086,0.07878620798298663,0.04807973130841106,0.043406233222382525,,,,,0.0,,,,,
2023-12-19 16:00:00+00:00,2191.36,2266.0,2136.0,2247.17,162204.539507,,,,,,0.025468202394859807,0.0070492596708851,0.10517282080538237,0.05785054090255744,0.046487526795528845,,,,,0.0,,,,,
2023-12-20 16:00:00+00:00,2247.16,2279.5,2156.54,2232.79,206097.356846,,,,,,-0.006399159832144452,-0.010586348086569553,0.07343608776754285,0.05507011407252811,0.047033492856125465,,,,,0.0,,,,,
2023-12-21 16:00:00+00:00,2232.84,2342.66,2217.44,2319.63,233020.07562,,,,,,0.03889304412864636,0.04406945969789189,0.10227618323512644,0.0539827472484835,0.04786698804438033,,,,,0.0,,,,,
2023-12-22 16:00:00+00:00,2319.49,2341.9,2264.89,2285.52,108726.755069,,,,,,-0.014704931389920017,0.06047754711903419,0.057729153361286034,0.03369473905281958,0.048425219208601156,,,,,0.0,,,,,
2023-12-23 16:00:00+00:00,2285.52,2325.85,2273.58,2293.13,85727.099573,,,,,,0.0033296580209318805,0.04644147926401865,0.03668658848633366,0.022794172157705832,0.04762354098286474,,,,,0.0,,,,,
2023-12-24 16:00:00+00:00,2293.19,2304.94,2241.2,2286.58,94348.750207,,,,,,-0.002856357903825879,0.017537613976690514,0.02608539567861068,0.02787569208162419,0.042763962403447105,,,,,0.0,,,,,
2023-12-25 16:00:00+00:00,2286.59,2288.81,2216.42,2228.98,133833.141206,,,,,,-0.02519045911361073,-0.001706385284778178,-0.010336284443181576,0.0324767382390151,0.0405349633935334,,,,,0.0,,,,,
2023-12-26 16:00:00+00:00,2228.99,2355.33,2178.74,2341.99,180077.782148,,,,,,0.05070032032588889,0.009639468363488835,0.008782736044107509,0.07540168830780668,0.04304227016571186,,,,,0.0,,,,,
2023-12-27 16:00:00+00:00,2342.19,2445.8,2334.25,2359.02,239343.056196,,,,,,0.007271593815515898,0.03215898351359869,0.005627030206921235,0.04728658510737518,0.041930337456404294,,,,,0.0,,,,,
2023-12-28 16:00:00+00:00,2359.01,2385.27,2310.43,2326.48,185856.835226,,,,,,-0.013793863553509533,0.014543440624822823,-0.015300745355811163,0.032168769987276975,0.03881405499051765,,,,,0.0,,,,,
2023-12-29 16:00:00+00:00,2326.48,2333.01,2255.01,2313.05,144531.657544,,,,,,-0.005772669440528122,0.011576240498911039,-0.016635631626831127,0.0337217094312704,0.03881790790172491,,,,,0.0,,,,,
2023-12-30 16:00:00+00:00,2313.04,2322.69,2275.5,2298.99,96599.787813,,,,,,-0.006078554289790761,0.03140898527577618,0.035959066145755836,0.020526405073532317,0.0384939411754144,,,,,0.0,,,,,
