datetime,instrument,open,high,low,close,volume,ret,log_return,ma_5,ma_20,ma_60,ma_cross,momentum_12,macd,macd_signal,macd_hist,atr_14,bb_width_20,bb_pos_20,volatility_20,rsi_14,volume_ma_20,rel_volume_20,price_position_20,funding_rate,funding_rate_zscore,open_interest,oi_change,oi_rsi,future_4h_ret,future_24h_ret
2025-04-06 20:00:00,BNB,558.8,560.5,544.5,555.6,3736.529477,-0.0059044551798174,-0.0059219553954636,575.16,589.1949999999999,600.9916666666667,0,-0.0705921712947472,-7.962496046830324,-4.56254434931599,-3.399951697514334,9.166530334094915,0.0770578672309223,-0.2399435827650607,0.0107435530043746,21.351976004289625,1585.31997815,2.3569560268586085,0.05,0.0,0.0,7398164.0,-0.0004490988839001,53.42586913346609,-0.0093592512598993,-0.00048601750255400367
2025-04-06 20:00:00,BTC,79614.5,79891.3,77142.8,78426.0,4444.30880424,-0.014926947888824,-0.0150394759802306,81291.94,82746.515,83351.955,0,-0.0651217680506383,-778.6685846069013,-346.8599839926956,-431.8086006142057,1390.318427313643,0.0655295691433376,-0.2967984726665106,0.0114688125347138,26.139665298406285,1641.6928092805,2.7071500704128657,0.05,0.0,0.0,2216003.4000000013,0.0082633791021713,55.630710562367724,-0.0093973937214699,0.010682670365151595
2025-04-06 20:00:00,DOGE,0.15264,0.15331,0.14581,0.14926,261564804.836362,-0.0221436058700209,-0.022392455996735,0.1586219999999999,0.1647259999999999,0.1688293333333333,0,-0.1285614198972442,-0.0030028508931779,-0.0013554702551951,-0.0016473806379827,0.0049037459493969,0.1374757754323532,-0.1829512042367432,0.0198939367271686,25.747001214365014,91037063.66459224,2.873168293301341,0.05,0.0,0.0,658598.1799999998,-0.0744987039151849,46.06883612618818,-0.0477689937022645,0.009038522718520096
2025-04-06 20:00:00,SOL,108.07,108.56,103.83,105.9,459609.594534,-0.0201702442635084,-0.0203764410445825,113.362,117.5065,123.0765,0,-0.1374816745398273,-2.848969462254672,-1.7972381267435074,-1.0517313355111648,3.737685705219663,0.1431252624288806,-0.190117577256433,0.0234108241678544,27.38210864504228,231231.1990285,1.9876625492797435,0.05,0.0,0.0,2836443.540000001,-0.0240910189401335,54.93189267615182,-0.0250236071765816,0.0148495546645937
2025-04-07 00:00:00,BNB,555.7,565.6,546.7,550.4,3049.523734,-0.0093592512598993,-0.0094033242610549,567.14,587.3100000000001,599.61,0,-0.0766649890957893,-9.853518323221692,-5.620739144097131,-4.232779179124561,9.861778167373847,0.0964320757723976,-0.1517111244256158,0.0107559716569462,19.678683768382182,1630.8873553,1.8698555262506424,0.05,0.0,0.0,7175750.0,-0.030063404920464,46.60738158699178,-0.0363372093023255,0.0216729453131411
2025-04-07 00:00:00,BTC,78427.1,79340.0,77350.0,77689.0,2171.54186744,-0.0093973937214699,-0.0094418278214365,80224.12000000001,82530.16,83200.20833333333,0,-0.0710479871052292,-1059.452110977276,-489.3784093896117,-570.0737015876642,1433.1528253626686,0.0845477259402521,-0.1938008350740226,0.0115705329710896,24.27544206509785,1639.5762221149998,1.3244531349928834,0.05,0.0,0.0,2256440.9100000006,0.0182479458289637,60.14078216238294,-0.0330162571277786,0.029305268192999296
2025-04-07 00:00:00,DOGE,0.14928,0.15155,0.14019,0.14213,212910002.964741,-0.0477689937022645,-0.0489476199523209,0.154028,0.1638975,0.1680415,0,-0.1610294551679357,-0.0043486802321459,-0.0019541122505853,-0.0023945679815606,0.0053649069530114,0.1811260011100302,-0.233255661880634,0.0222411937136356,21.38819255150554,98974083.6258243,2.15116922698326,0.05,0.0,0.0,646870.03,-0.017807747358184,43.7079526114272,-0.0694434672482939,0.0685061593782014
2025-04-07 00:00:00,SOL,105.9,107.83,102.21,103.25,480090.85564,-0.0250236071765816,-0.0253420207662186,110.172,116.898,122.51716666666668,0,-0.1447858858610121,-3.607370437579206,-2.159264588910647,-1.448105848668559,3.872136726275402,0.1786309426910848,-0.1535897651551345,0.0236268877524223,25.12803848606333,246103.9803561,1.9507642864830257,0.05,0.0,0.0,2746643.2200000007,-0.0316594773467623,50.44942453199543,-0.0590799031476997,0.080441492370246
2025-04-07 04:00:00,BNB,550.2,553.9,518.1,530.4,12713.131361,-0.0363372093023255,-0.0370138477474811,555.36,584.2,597.9733333333334,0,-0.1099177714381607,-12.818239271126911,-7.060239169503088,-5.758000101623825,11.714508298275712,0.1283400597575102,-0.2175604372858426,0.012726230962026,14.856350711969966,2192.95988045,5.797247580467017,0.05,0.0,0.0,6923574.0,-0.0351428073720516,40.32358764930658,0.018476621417798,0.0555181645834268
2025-04-07 04:00:00,BTC,77688.9,77981.0,74501.6,75124.0,5976.34633249,-0.0330162571277786,-0.0335735955913421,78680.2,82125.54500000001,83032.24166666667,0,-0.1006097378474445,-1471.9810605725506,-685.8989396261995,-786.0821209463511,1579.3133378367634,0.1152423456445506,-0.2397816088787316,0.0126787512992864,19.155212500323728,1887.6277585445,3.1660619025322045,0.05,0.0,0.0,2304827.120000001,0.0214435972090225,64.75708855036265,0.0208455353815026,0.057092803141384395
