instrument,datetime,custom_v2_ret,custom_v2_position,custom_v2_ret_5,custom_v2_ret_20,custom_v2_ret_60,flowchart_ret,flowchart_position,flowchart_ret_5,flowchart_ret_20,flowchart_ret_60,optimized_ret,optimized_position,optimized_ret_5,optimized_ret_20,optimized_ret_60,regime_ret,regime_position,regime_ret_5,regime_ret_20,regime_ret_60,regime_tp_ret,regime_tp_position,regime_tp_ret_5,regime_tp_ret_20,regime_tp_ret_60,official_v1_ret,official_v1_position,official_v1_ret_5,official_v1_ret_20,official_v1_ret_60,enhanced_ret,enhanced_position,enhanced_ret_5,enhanced_ret_20,enhanced_ret_60,pullback_add_vol_ret,pullback_add_vol_position,pullback_add_vol_ret_5,pullback_add_vol_ret_20,pullback_add_vol_ret_60
ETH4H,2023-12-04 00:00:00,0.0079336129855918,0.0,0.020859913742264,0.0521793880393705,0.0521793880393705,0.0079336129855918,1.0,0.020859913742264,0.0521793880393705,0.0521793880393705,0.0079336129855918,0.0,0.020859913742264,0.0521793880393705,0.0521793880393705,0.0079336129855918,0.0,0.020859913742264,0.0521793880393705,0.0521793880393705,0.0079336129855918,0.0,0.020859913742264,0.0521793880393705,0.0521793880393705,0.0079336129855918,0.0,0.020859913742264,0.0521793880393705,0.0521793880393705,0.0079336129855918,0.0,0.020859913742264,0.0521793880393705,0.0521793880393705,0.0079336129855918,0.0,0.020859913742264,0.0521793880393705,0.0521793880393705
ETH4H,2023-12-04 04:00:00,0.0162037455894328,0.0,0.0397423957070892,0.0683831336288033,0.0683831336288033,0.0162037455894328,1.0,0.0397423957070892,0.0683831336288033,0.0683831336288033,0.0162037455894328,0.0,0.0397423957070892,0.0683831336288033,0.0683831336288033,0.0162037455894328,0.0,0.0397423957070892,0.0683831336288033,0.0683831336288033,0.0162037455894328,0.0,0.0397423957070892,0.0683831336288033,0.0683831336288033,0.0162037455894328,0.0,0.0397423957070892,0.0683831336288033,0.0683831336288033,0.0162037455894328,0.0,0.0397423957070892,0.0683831336288033,0.0683831336288033,0.0162037455894328,0.0,0.0397423957070892,0.0683831336288033,0.0683831336288033
ETH4H,2023-12-04 08:00:00,-0.0037659921118936,0.0,0.0353373371878601,0.0646171415169097,0.0646171415169097,-0.0037659921118936,0.0,0.0353373371878601,0.0646171415169097,0.0646171415169097,-0.0037659921118936,0.0,0.0353373371878601,0.0646171415169097,0.0646171415169097,-0.0037659921118936,0.0,0.0353373371878601,0.0646171415169097,0.0646171415169097,-0.0037659921118936,0.0,0.0353373371878601,0.0646171415169097,0.0646171415169097,-0.0037659921118936,0.0,0.0353373371878601,0.0646171415169097,0.0646171415169097,-0.0037659921118936,0.0,0.0353373371878601,0.0646171415169097,0.0646171415169097,-0.0037659921118936,0.0,0.0353373371878601,0.0646171415169097,0.0646171415169097
ETH4H,2023-12-04 12:00:00,-0.0116087865734866,0.0,0.0205028635939459,0.0530083549434231,0.0530083549434231,-0.0116087865734866,0.0,0.0205028635939459,0.0530083549434231,0.0530083549434231,-0.0116087865734866,0.0,0.0205028635939459,0.0530083549434231,0.0530083549434231,-0.0116087865734866,0.0,0.0205028635939459,0.0530083549434231,0.0530083549434231,-0.0116087865734866,0.0,0.0205028635939459,0.0530083549434231,0.0530083549434231,-0.0116087865734866,0.0,0.0205028635939459,0.0530083549434231,0.0530083549434231,-0.0116087865734866,0.0,0.0205028635939459,0.0530083549434231,0.0530083549434231,-0.0116087865734866,0.0,0.0205028635939459,0.0530083549434231,0.0530083549434231
ETH4H,2023-12-04 16:00:00,0.0103617573395782,0.0,0.0191243372292225,0.0633701122830013,0.0633701122830013,0.0103617573395782,1.0,0.0191243372292225,0.0633701122830013,0.0633701122830013,0.0103617573395782,0.0,0.0191243372292225,0.0633701122830013,0.0633701122830013,0.0103617573395782,0.0,0.0191243372292225,0.0633701122830013,0.0633701122830013,0.0103617573395782,0.0,0.0191243372292225,0.0633701122830013,0.0633701122830013,0.0103617573395782,0.0,0.0191243372292225,0.0633701122830013,0.0633701122830013,0.0103617573395782,0.0,0.0191243372292225,0.0633701122830013,0.0633701122830013,0.0103617573395782,0.0,0.0191243372292225,0.0633701122830013,0.0633701122830013
ETH4H,2023-12-04 20:00:00,0.0037003892791622,0.0,0.0148911135227929,0.0670705015621635,0.0670705015621635,0.0037003892791622,1.0,0.0148911135227929,0.0670705015621635,0.0670705015621635,0.0037003892791622,0.0,0.0148911135227929,0.0670705015621635,0.0670705015621635,0.0037003892791622,0.0,0.0148911135227929,0.0670705015621635,0.0670705015621635,0.0037003892791622,0.0,0.0148911135227929,0.0670705015621635,0.0670705015621635,0.0037003892791622,0.0,0.0148911135227929,0.0670705015621635,0.0670705015621635,0.0037003892791622,0.0,0.0148911135227929,0.0670705015621635,0.0670705015621635,0.0037003892791622,0.0,0.0148911135227929,0.0670705015621635,0.0670705015621635
ETH4H,2023-12-05 00:00:00,-0.005438731794737,0.0,-0.0067513638613768,0.0616317697674265,0.0616317697674265,-0.005438731794737,1.0,-0.0067513638613768,0.0616317697674265,0.0616317697674265,-0.005438731794737,1.0,-0.0067513638613768,0.0616317697674265,0.0616317697674265,-0.005438731794737,1.0,-0.0067513638613768,0.0616317697674265,0.0616317697674265,-0.005438731794737,1.0,-0.0067513638613768,0.0616317697674265,0.0616317697674265,-0.005438731794737,0.4,-0.0067513638613768,0.0616317697674265,0.0616317697674265,-0.005438731794737,0.5,-0.0067513638613768,0.0616317697674265,0.0616317697674265,-0.005438731794737,0.4,-0.0067513638613768,0.0616317697674265,0.0616317697674265
ETH4H,2023-12-05 04:00:00,-0.0137070422282683,0.0,-0.0166924139777515,0.0479247275391582,0.0479247275391582,-0.0137070422282683,1.0,-0.0166924139777515,0.0479247275391582,0.0479247275391582,-0.0137070422282683,1.0,-0.0166924139777515,0.0479247275391582,0.0479247275391582,-0.0137070422282683,1.0,-0.0166924139777515,0.0479247275391582,0.0479247275391582,-0.0137070422282683,1.0,-0.0166924139777515,0.0479247275391582,0.0479247275391582,-0.0137070422282683,0.6000000000000001,-0.0166924139777515,0.0479247275391582,0.0479247275391582,-0.0137070422282683,0.5,-0.0166924139777515,0.0479247275391582,0.0479247275391582,-0.0137070422282683,0.4,-0.0166924139777515,0.0479247275391582,0.0479247275391582
ETH4H,2023-12-05 08:00:00,0.0019632883261604,0.0,-0.0031203390781045,0.0498880158653186,0.0498880158653186,0.0019632883261604,0.0,-0.0031203390781045,0.0498880158653186,0.0498880158653186,0.0019632883261604,1.0,-0.0031203390781045,0.0498880158653186,0.0498880158653186,0.0019632883261604,1.0,-0.0031203390781045,0.0498880158653186,0.0498880158653186,0.0019632883261604,1.0,-0.0031203390781045,0.0498880158653186,0.0498880158653186,0.0019632883261604,0.6000000000000001,-0.0031203390781045,0.0498880158653186,0.0498880158653186,0.0019632883261604,0.5,-0.0031203390781045,0.0498880158653186,0.0498880158653186,0.0019632883261604,0.4,-0.0031203390781045,0.0498880158653186,0.0498880158653186
ETH4H,2023-12-05 12:00:00,0.0107678560899164,0.0,-0.0027142403277663,0.060655871955235,0.060655871955235,0.0107678560899164,0.0,-0.0027142403277663,0.060655871955235,0.060655871955235,0.0107678560899164,1.0,-0.0027142403277663,0.060655871955235,0.060655871955235,0.0107678560899164,1.0,-0.0027142403277663,0.060655871955235,0.060655871955235,0.0107678560899164,1.0,-0.0027142403277663,0.060655871955235,0.060655871955235,0.0107678560899164,0.6000000000000001,-0.0027142403277663,0.060655871955235,0.060655871955235,0.0107678560899164,0.5,-0.0027142403277663,0.060655871955235,0.060655871955235,0.0107678560899164,0.4,-0.0027142403277663,0.060655871955235,0.060655871955235
ETH4H,2023-12-05 16:00:00,0.0199062128385201,0.0,0.0134915832315915,0.0805620847937551,0.0805620847937551,0.0199062128385201,1.0,0.0134915832315915,0.0805620847937551,0.0805620847937551,0.0199062128385201,1.0,0.0134915832315915,0.0805620847937551,0.0805620847937551,0.0199062128385201,1.0,0.0134915832315915,0.0805620847937551,0.0805620847937551,0.0199062128385201,1.0,0.0134915832315915,0.0805620847937551,0.0805620847937551,0.0199062128385201,0.6000000000000001,0.0134915832315915,0.0805620847937551,0.0805620847937551,0.0199062128385201,0.5,0.0134915832315915,0.0805620847937551,0.0805620847937551,0.0199062128385201,0.4,0.0134915832315915,0.0805620847937551,0.0805620847937551
ETH4H,2023-12-05 20:00:00,0.0090548704027173,0.0,0.0279851854290459,0.0871159428819643,0.0896169551964724,0.0090548704027173,1.0,0.0279851854290459,0.0871159428819643,0.0896169551964724,0.0090548704027173,1.0,0.0279851854290459,0.0871159428819643,0.0896169551964724,0.0090548704027173,1.0,0.0279851854290459,0.0871159428819643,0.0896169551964724,0.0090548704027173,1.0,0.0279851854290459,0.0871159428819643,0.0896169551964724,0.0090548704027173,0.6000000000000001,0.0279851854290459,0.0871159428819643,0.0896169551964724,0.0090548704027173,1.0,0.0279851854290459,0.0871159428819643,0.0896169551964724,0.0090548704027173,0.4,0.0279851854290459,0.0871159428819643,0.0896169551964724
ETH4H,2023-12-06 00:00:00,-0.0049664470500001,0.0,0.0367257806073141,0.0562418737068929,0.0846505081464723,-0.0049664470500001,1.0,0.0367257806073141,0.0562418737068929,0.0846505081464723,-0.0049664470500001,1.0,0.0367257806073141,0.0562418737068929,0.0846505081464723,-0.0049664470500001,1.0,0.0367257806073141,0.0562418737068929,0.0846505081464723,-0.0049664470500001,1.0,0.0367257806073141,0.0562418737068929,0.0846505081464723,-0.0049664470500001,0.6000000000000001,0.0367257806073141,0.0562418737068929,0.0846505081464723,-0.0049664470500001,1.0,0.0367257806073141,0.0562418737068929,0.0846505081464723,-0.0049664470500001,0.4,0.0367257806073141,0.0562418737068929,0.0846505081464723
ETH4H,2023-12-06 04:00:00,-0.0069938650306748,0.0,0.0277686272504789,0.0465197927163865,0.0776566431157975,-0.0069938650306748,1.0,0.0277686272504789,0.0465197927163865,0.0776566431157975,-0.0069938650306748,1.0,0.0277686272504789,0.0465197927163865,0.0776566431157975,-0.0069938650306748,1.0,0.0277686272504789,0.0465197927163865,0.0776566431157975,-0.0069938650306748,1.0,0.0277686272504789,0.0465197927163865,0.0776566431157975,-0.0069938650306748,0.6000000000000001,0.0277686272504789,0.0465197927163865,0.0776566431157975,-0.0069938650306748,1.0,0.0277686272504789,0.0465197927163865,0.0776566431157975,-0.0069938650306748,0.4,0.0277686272504789,0.0465197927163865,0.0776566431157975
ETH4H,2023-12-06 08:00:00,-0.005697163333392,0.0,0.0113036078271704,0.0423054384978822,0.0719594797824055,-0.005697163333392,0.0,0.0113036078271704,0.0423054384978822,0.0719594797824055,-0.005697163333392,1.0,0.0113036078271704,0.0423054384978822,0.0719594797824055,-0.005697163333392,1.0,0.0113036078271704,0.0423054384978822,0.0719594797824055,-0.005697163333392,1.0,0.0113036078271704,0.0423054384978822,0.0719594797824055,-0.005697163333392,0.6000000000000001,0.0113036078271704,0.0423054384978822,0.0719594797824055,-0.005697163333392,1.0,0.0113036078271704,0.0423054384978822,0.0719594797824055,-0.005697163333392,0.4,0.0113036078271704,0.0423054384978822,0.0719594797824055
ETH4H,2023-12-06 12:00:00,-0.0003861295176043,0.0,-0.0089887345289539,0.0402538759676948,0.0715733502648012,-0.0003861295176043,0.0,-0.0089887345289539,0.0402538759676948,0.0715733502648012,-0.0003861295176043,1.0,-0.0089887345289539,0.0402538759676948,0.0715733502648012,-0.0003861295176043,1.0,-0.0089887345289539,0.0402538759676948,0.0715733502648012,-0.0003861295176043,1.0,-0.0089887345289539,0.0402538759676948,0.0715733502648012,-0.0003861295176043,0.6000000000000001,-0.0089887345289539,0.0402538759676948,0.0715733502648012,-0.0003861295176043,1.0,-0.0089887345289539,0.0402538759676948,0.0715733502648012,-0.0003861295176043,0.4,-0.0089887345289539,0.0402538759676948,0.0715733502648012
ETH4H,2023-12-06 16:00:00,0.0047729835809364,0.0,-0.0132706213507348,0.0477055959240235,0.0763463338457376,0.0047729835809364,0.0,-0.0132706213507348,0.0477055959240235,0.0763463338457376,0.0047729835809364,1.0,-0.0132706213507348,0.0477055959240235,0.0763463338457376,0.0047729835809364,1.0,-0.0132706213507348,0.0477055959240235,0.0763463338457376,0.0047729835809364,1.0,-0.0132706213507348,0.0477055959240235,0.0763463338457376,0.0047729835809364,0.6000000000000001,-0.0132706213507348,0.0477055959240235,0.0763463338457376,0.0047729835809364,1.0,-0.0132706213507348,0.0477055959240235,0.0763463338457376,0.0047729835809364,0.4,-0.0132706213507348,0.0477055959240235,0.0763463338457376
