date,open,high,low,close,volume,ma20,ma60,ma_cross,momentum_12,macd,macd_signal,macd_hist,trend_strength,atr_14,bb_width_20,bb_pos_20,rel_volume_20,price_position_20,channel_range_20,rsi_14,log_return,trend_score,trend_label,vol_score,vol_label,exhaustion_score,exhaustion_label,volume_score,volume_label,ret,bb_mid,bb_upper,bb_lower,bb_lower_slope,bb_upper_slope,+di,-di,adx,price_percentile_20,volume_ma_20,volume_ratio_ma_20,ma_5,ma_20,ma_60,buy_stars,sell_stars,above_ma20,stood_above_ma20_3d,ma5_below_ma20,ma5_cross_below_ma20,position,buy_hold_equity,strategy_equity
2023-12-04 00:00:00,2193.2,2228.87,2191.41,2210.6,38113.820191,2126.0935,2078.7406666666666,1,0.0561469222389969,34.57483476350353,27.271412351190445,7.303422412313086,0.0209680399039349,25.86714285714292,0.0809641815898361,0.9721576373630656,1.5210383658091104,0.9034967251214876,0.0856419071745227,,0.0079023073469616,1.0,up,0.0,normal,1.0,overbought,0.5210383658091104,high,0.00793361298559181,,,,,,36.565490382422276,2.903171848720463,92.6004880622359,,,,2178.346,,,0,1,False,False,False,False,0.0,1.053092918562275,1.0
2023-12-04 04:00:00,2210.6,2265.68,2210.16,2246.42,57308.216369,2135.813,2081.509,1,0.0719647262610885,39.15634524301095,29.648398929554546,9.5079463134564,0.0402982309900898,28.84214285714292,0.0867941535002179,1.0672848484822888,2.086352366074124,0.9127243066884186,0.0982363048762029,,0.0160738660489075,1.0,up,0.0,normal,1.0,overbought,1.086352366074124,high,0.016203745589432828,,,,,,41.52140123505641,2.4193013598083826,92.34247716965928,,,,2195.75,,,0,1,False,False,False,False,0.0,1.0701569682966914,1.0
2023-12-04 08:00:00,2246.42,2275.6,2213.37,2237.96,68533.319432,2143.0995000000003,2083.855,1,0.0661267655955981,41.62474980395791,32.043669104435224,9.581080699522689,0.0357185831042492,32.49642857142862,0.0940569784386815,0.950652792450427,2.4051493550409506,0.8162557969245795,0.0915342544102664,,-0.0037731013146007,1.0,up,0.0,normal,1.0,overbought,1.4051493550409506,high,-0.003765992111893657,,,,,,37.236982890436295,2.0140987931624834,92.15639730321485,,,,2211.186,,,0,1,False,False,False,False,0.0,1.066126765595598,1.0
2023-12-04 12:00:00,2237.95,2255.71,2201.5,2211.98,57127.370412,2149.068,2085.445,1,0.0511214597985174,41.01185024568031,33.837305332684245,7.174544912996062,0.0204036443316804,35.17000000000004,0.0964933337134174,0.7947507948807139,1.9416448698924456,0.6894312911886751,0.0926093364316132,,-0.0116766946011318,1.0,up,0.0,normal,1.0,overbought,0.9416448698924456,high,-0.011608786573486629,,,,,,32.18059303931048,4.713896136824161,90.89141257987293,,,,2220.032,,,0,1,False,False,False,False,0.0,1.053750327513517,1.0
2023-12-04 16:00:00,2211.82,2236.0,2210.09,2234.9,22962.99992,2156.16,2087.9043333333334,1,0.0351935226872694,41.89266283967163,35.44837683408173,6.444286005589902,0.0190133138792631,36.19285714285719,0.0983085683221224,0.8583817975701645,0.7881650618531909,0.8013180375884802,0.0916595820842095,79.74027801375836,0.0103084423073471,1.0,up,0.0,normal,1.0,overbought,-0.2118349381468091,normal,0.010361757339578226,,,,,,30.078305478595524,4.405947641318124,89.71678390819831,,,,2228.372,,,0,2,False,False,False,False,0.0,1.0646690327037132,1.0
2023-12-04 20:00:00,2234.91,2254.2,2220.33,2243.17,21175.702007,2164.3165,2090.61,1,0.0361971720381928,42.76506401342931,36.91171426995125,5.853349743478063,0.0147335565004975,37.46857142857146,0.0983263499990697,0.8575105553942454,0.72463034381984,0.8357309289838931,0.0880093795833575,80.70331305311377,0.0036935596816813,1.0,up,0.0,normal,1.0,overbought,-0.2753696561801599,normal,0.003700389279162275,,,,,,32.07068837394518,4.034873674755721,88.854840259855,,,,2234.886,,,0,2,False,False,False,False,0.0,1.068608722578186,1.0
2023-12-05 00:00:00,2243.18,2253.59,2222.81,2230.97,18512.932101,2171.3655,2093.014,1,0.032091968911917,41.98799867647631,37.92697115125626,4.061027525220048,-0.0068776097078908,32.65857142857145,0.0970718334725079,0.7752276654111704,0.6600468291524744,0.7693182405540903,0.0867201262231226,75.03672692702983,-0.0054535755417412,1.0,up,0.0,normal,0.0,neutral,-0.3399531708475256,low,-0.005438731794737084,,,,,,29.628553184153006,3.7276240494095947,88.0544640149648,,,,2231.796,,,0,2,False,False,False,False,0.0,1.0627968463425665,1.0
2023-12-05 04:00:00,2230.98,2238.03,2187.98,2200.39,31685.267513,2177.0145,2094.8788333333337,1,0.0162525401810456,38.46126089195286,38.03382909939558,0.4274317925572788,-0.0167876101449535,34.54571428571431,0.0921751511887969,0.6152517127072196,1.0828501351111466,0.6033227848101262,0.0861665432037047,63.08065178283622,-0.0138018510945905,1.0,up,0.0,normal,0.0,neutral,0.0828501351111465,normal,-0.013707042228268351,,,,,,26.142537695644204,11.476861384260628,84.54945551145539,,,,2224.282,,,0,1,False,False,False,False,0.0,1.0482290450896785,1.0
2023-12-05 08:00:00,2200.4,2210.0,2190.0,2204.71,40507.068837,2182.596,2097.1085,1,0.0209826803741779,35.604457660294884,37.54795481157544,-1.9434971512805603,-0.0032866481613758,34.414285714285725,0.0852491650220188,0.6176591480315529,1.3105170948237526,0.6183990956559192,0.0842605149883658,63.95442290247803,0.0019613635944251,0.3999999999999999,up,0.0,normal,0.0,neutral,0.3105170948237525,normal,0.0019632883261604395,,,,,,24.882665845701514,10.923763794728092,81.29480475819666,,,,2222.828,,,0,1,False,False,False,False,0.0,1.0502870209370454,1.0
2023-12-05 12:00:00,2204.71,2234.6,2199.43,2228.45,31644.666162,2189.2380000000003,2099.616666666667,1,0.0313173946445264,34.854261878679154,37.00921622499619,-2.1549543463170338,-0.0028860351693589,36.03357142857145,0.0776996312838896,0.7264629403708018,0.9858966417520132,0.7413178252043666,0.0817922771433058,68.3828368706089,0.0107102955611957,0.3999999999999999,up,0.0,normal,0.0,neutral,-0.0141033582479868,normal,0.010767856089916483,2189.2380000000003,2273.6207469569467,2104.855253043054,,,28.651425450234235,10.010181571128495,78.9320631853959,0.75,32097.34653905,0.9858966417520133,2221.538,2189.2380000000003,,0,1,True,False,False,False,0.0,1.0615963604316025,1.0
2023-12-05 16:00:00,2228.44,2309.75,2219.85,2272.81,106689.947898,2197.921,2102.789333333333,1,0.0484649982700957,37.40799154403794,37.088971288804544,0.3190202552333971,0.0132134434750821,41.63142857142858,0.0733047278387379,0.9494929807790786,2.882025997400919,0.8293133721467515,0.0952213339434445,74.64998495399723,0.0197106748711557,1.0,up,0.0,normal,1.0,overbought,1.8820259974009188,high,0.01990621283852012,2197.921,2279.115558413727,2116.726441586273,0.5639907317168902,0.24167669406318648,38.93310158851124,8.136888553872016,77.96737493123946,1.0,37019.0789376,2.882025997400919,2227.466,2197.921,,0,3,True,False,False,False,0.0,1.0827287235309524,1.0
2023-12-05 20:00:00,2273.0,2298.35,2251.63,2293.39,28484.299661,2207.3705,2106.296,1,0.0456821083348533,40.624184398162015,37.79601391067604,2.828170487485977,0.0279788612128357,43.82142857142857,0.0710675011806244,1.027773954308735,0.7536765112392817,0.9229464958553122,0.092579107783674,76.93428186987963,0.0090141208668321,1.0,up,0.0,normal,1.0,overbought,-0.2463234887607183,normal,0.009054870402717352,2207.3705,2286.799805794525,2127.941194205475,0.529815870339756,0.33715918231660424,35.24202974558189,7.365466832898371,77.07159298095134,1.0,37793.800438549995,0.7536765112392818,2239.95,2207.3705,,0,2,True,True,False,False,0.0,1.0925326918038247,1.0
2023-12-06 00:00:00,2293.52,2312.0,2274.16,2282.0,31982.068764,2213.5245,2109.7298333333333,1,0.032298923369221,41.77243595739719,38.59129832002027,3.1811376373769207,0.0370888796985988,45.32214285714287,0.0741599231579069,0.9046227532298596,0.9103413549731296,0.8148148148148148,0.0709903593339176,73.01291858688505,-0.0049788208343144,1.0,up,0.0,normal,1.0,overbought,-0.0896586450268703,normal,-0.004966447050000156,2213.5245,2295.9984353917357,2131.0505646082643,0.14612106815998782,0.40224901077487996,35.30549189114392,6.802916228693426,76.40137643567067,0.95,35131.95197525,0.9103413549731296,2256.272,2213.5245,,0,2,True,True,False,False,0.0,1.0871066860395868,1.0
2023-12-06 04:00:00,2281.99,2284.66,2258.34,2266.04,23658.184997,2218.586,2112.680666666666,1,0.0087338965999232,40.92286169802446,39.05761099562111,1.8652507024033511,0.0278177175229394,43.28428571428572,0.07454200970545,0.7809339054998974,0.6737360862501561,0.7162962962962961,0.0714903532153007,67.7982188737825,-0.0070184367392065,1.0,up,0.0,normal,0.0,neutral,-0.3262639137498438,low,-0.006993865030674895,2218.5860000000002,2300.9050739500894,2136.266926049911,0.24477886767579893,0.21370391559158985,33.39492923250607,9.687442337621432,74.87472649738503,0.85,35114.914400199996,0.6737360862501564,2268.538,2218.5860000000002,,0,1,True,True,False,False,0.0,1.0795036086034817,1.0
2023-12-06 08:00:00,2266.03,2288.0,2233.0,2253.13,34271.95997,2223.1625,2115.4878333333336,1,0.0067784947005309,38.76102589141556,38.998293974780005,-0.237268083364448,0.0110749624178241,44.53714285714285,0.0721813511751447,0.684263474662201,0.9512814835812022,0.6366049382716056,0.0718999791401295,63.82710121185922,-0.0057134540718795,0.3999999999999999,up,0.0,normal,0.0,neutral,-0.0487185164187977,normal,-0.005697163333392097,2223.1625,2302.42049186833,2143.90450813167,0.3575200265765188,0.06586181826435666,29.769554957213412,13.63745148675081,72.18115642554997,0.8,36027.14923135,0.9512814835812025,2273.4739999999997,2223.1625,,0,1,True,True,False,False,0.0,1.0733535002262815,1.0
2023-12-06 12:00:00,2253.01,2268.87,2247.89,2252.26,28841.187358,2227.5155,2118.6111666666666,1,0.0182099295653668,36.55615708690539,38.50986659720508,-1.953709510299696,-0.0090416708831797,42.07,0.0688046850121233,0.6596769203206841,0.7802056498331423,0.6312345679012359,0.0719277525685311,63.55693247496005,-0.0003862040848021,0.3999999999999999,up,0.0,normal,0.0,neutral,-0.2197943501668576,normal,-0.0003861295176043056,2227.5155,2303.0366060499005,2151.9943939500995,0.3773435704689909,0.02675941183405417,28.498619147351615,13.055235008383038,69.67998421598885,0.75,36966.134972449996,0.7802056498331423,2269.364,2227.5155,,0,1,True,True,False,False,0.0,1.0729390467570203,1.0
2023-12-06 16:00:00,2252.53,2284.73,2250.24,2263.01,20424.945061,2232.6960000000004,2122.044833333333,1,0.0125777439706475,35.26965124762364,37.86182352728879,-2.5921722796651494,-0.013246765704917,40.08857142857145,0.0636017897729083,0.7106140969203488,0.5434638270845412,0.697592592592594,0.0715860734154952,65.50014853788778,0.0047616290105888,0.3999999999999999,up,0.0,normal,0.0,neutral,-0.4565361729154588,low,0.004772983580936474,2232.696,2302.839529822788,2162.552470177212,0.49061820313260895,-0.008557233810124742,29.727368758910405,12.13782290600684,67.70389439213135,0.8,37582.897045,0.5434638270845413,2263.288,2232.696,,0,1,True,True,False,False,0.0,1.0780601672105372,1.0
2023-12-06 20:00:00,2263.01,2265.2,2219.0,2232.62,22498.49002,2236.288,2124.880666666667,1,-0.0047031656093832,31.43549822542081,36.5765584669152,-5.14106024149438,-0.0216389132340053,39.51642857142857,0.0569097203632174,0.4711312443555908,0.6066419721811975,0.5038749999999993,0.0716646809577984,56.35219550460866,-0.0135200018308461,0.1,sideways,0.0,normal,0.0,neutral,-0.3933580278188024,low,-0.013429017105536567,2236.2879999999996,2298.208302518644,2174.367697481355,0.546355636086604,-0.2011094235689237,26.991242622701936,17.244350504777387,64.44176255463482,0.45,37086.93274075,0.6066419721811974,2253.4120000000003,2236.2879999999996,,0,1,False,False,False,False,0.0,1.0635828787842694,1.0
2023-12-07 00:00:00,2233.04,2250.15,2230.43,2249.11,11754.40217,2240.356,2128.224,1,0.0081309923486199,29.38873448181039,35.138993669894234,-5.750259188083845,-0.0074711832094754,39.07428571428574,0.0488023355526005,0.5797545077791909,0.318450230237415,0.5717398706162757,0.0652924934751968,59.64561472915282,0.0073587986842999,0.3999999999999999,up,0.0,normal,0.0,neutral,-0.681549769762585,low,0.0073859411812131626,2240.3559999999998,2293.8472947684054,2186.864705231594,0.5747421544532116,-0.1897568529997562,25.895633106293978,16.54437997057835,61.41264013410233,0.65,36911.26918399999,0.31845023023741503,2250.0260000000003,2240.3559999999998,,0,1,True,False,False,False,0.0,1.0714384393683154,1.0
2023-12-07 04:00:00,2249.12,2269.65,2247.92,2261.67,13499.989771,2243.7795,2131.827,1,0.0278496084784971,28.45216762306336,33.801628460528065,-5.349460837464704,0.0037902828509672,38.2071428571429,0.0450044706977501,0.6757670981193675,0.38045456851503,0.5941783583293022,0.0548355860934619,61.99767500798838,0.00556889604895,0.3999999999999999,up,0.0,normal,0.0,neutral,-0.61954543148497,low,0.005584431174998183,2243.7795,2293.383500433438,2194.1754995665624,0.33430482999148303,-0.020219058872195106,28.82953674976605,15.784072123903842,59.11466571954916,0.75,35483.8419307,0.38045456851503007,2251.7340000000004,2243.7795,,0,1,True,False,False,False,0.0,1.0774218135912152,1.0
2023-12-07 08:00:00,2261.66,2269.41,2222.0,2236.18,30307.105342,2245.0585,2135.3478333333333,1,0.014273986147838,25.360758629765314,32.11345449437552,-6.752695864610203,-0.0071394954401358,39.39500000000002,0.0434817630888339,0.4086884542573352,0.8636100701772402,0.3886469924205759,0.0554606516470051,54.99239891647388,-0.0113344255097043,0.3999999999999999,up,0.0,normal,0.0,neutral,-0.1363899298227597,normal,-0.011270432910194805,2245.0585,2292.4440265983244,2197.672973401676,0.15939808988862936,-0.04096453274978762,26.019962257284703,19.57388531514105,55.90204968050982,0.4,35093.506188249994,0.8636100701772405,2248.518,2245.0585,,0,1,False,False,False,False,0.0,1.065278803325155,1.0
2023-12-07 12:00:00,2236.03,2330.6,2231.89,2321.6,45938.651751,2248.8175,2140.659333333333,1,0.0418003545064955,29.46383410647149,31.583530416794712,-2.119696310323217,0.0258902965519374,42.87071428571429,0.0512347333905741,1.111892448268135,1.3305898494202424,0.93689524610854,0.0614317711922811,68.02934356469666,0.0374875502005023,0.3999999999999999,up,0.0,normal,1.0,overbought,0.3305898494202424,normal,0.03819907163108516,2248.8175,2306.7848814744166,2190.8501185255836,-0.3104581509018267,0.625570557435684,32.47034081294902,16.063737760624246,54.323638625394366,1.0,34525.02795735,1.3305898494202424,2260.236,2248.8175,,0,1,True,False,False,False,0.0,1.1059714646404493,1.0
2023-12-07 16:00:00,2321.61,2357.85,2315.92,2335.75,49613.500926,2253.707,2146.3461666666667,1,0.0276925919896515,33.47149911977158,31.96112415739009,1.5103749623814906,0.046192365919861,44.43714285714285,0.0605621413485503,1.0799812484311793,1.4775141073475595,0.8699005121563553,0.0727261051054264,69.60021975231213,0.0060764355431415,1.0,up,0.0,normal,1.0,overbought,0.4775141073475595,normal,0.006094934527911766,2253.707,2322.6451122747103,2184.7688877252895,-0.2775740224706391,0.6875470238974613,34.93576590687739,14.845864177039775,53.32595403958302,1.0,33579.03703205,1.4775141073475595,2280.862,2253.707,,0,1,True,False,False,False,0.0,1.1127122883071714,1.0
2023-12-07 20:00:00,2335.45,2383.0,2335.06,2355.55,26428.706021,2260.8855,2151.8123333333333,1,0.027103981442319,37.80945320005185,33.13078996592244,4.678663234129409,0.0473253864862102,45.349285714285706,0.0689916562846342,1.0825031080691427,0.8247603420474034,0.8592452056199373,0.0827917046974167,71.69593669136809,0.0084412071574722,1.0,up,0.0,normal,1.0,overbought,-0.1752396579525965,normal,0.008476934603446562,2260.8855,2340.084683701605,2181.6863162983946,-0.1410937076325891,0.7508495953484351,36.43209910152143,13.578329635563236,52.7811007140278,1.0,32044.1038125,0.8247603420474033,2302.15,2260.8855,,0,2,True,True,False,False,0.0,1.1221446776076027,1.0
2023-12-08 00:00:00,2355.55,2387.0,2352.39,2375.25,21698.808205,2267.903,2157.608166666667,1,0.0408632778264679,42.34876818374687,34.97438560948733,7.374382574259542,0.0502195280478583,41.39999999999999,0.0799102664256055,1.065559115275523,0.6784928542382758,0.9409607074665862,0.0837890748342279,73.6428488856006,0.0083284492563216,1.0,up,0.0,normal,1.0,overbought,-0.3215071457617242,low,0.008363227271762419,2267.903,2360.403421642286,2175.4025783577135,-0.2880220631966246,0.8682907111096538,34.88367864390398,12.733096337036592,52.33376801700657,1.0,31980.89422675,0.6784928542382758,2324.8659999999995,2267.903,,0,2,True,True,False,False,0.0,1.1315294285782336,1.0
2023-12-08 04:00:00,2375.26,2392.68,2352.23,2352.58,24771.076889,2273.3735,2163.241666666667,1,0.0381899701682229,43.61417145377891,36.702342778345646,6.911828675433263,0.0520530547630333,40.95214285714285,0.0861169454255556,0.890955930461332,0.7702290500495023,0.8041035661944311,0.0870108561664214,67.85828729258785,-0.0095900968293323,1.0,up,0.0,normal,0.0,neutral,-0.2297709499504977,normal,-0.00954425849910534,2273.3735,2372.1070663844916,2174.6399336155087,-0.03505763713770316,0.49583239182320327,33.36940359950676,11.807958035617084,52.004657216644084,0.9,32160.662970849993,0.7702290500495025,2348.1459999999997,2273.3735,,0,1,True,True,False,False,0.0,1.120729819212538,1.0
2023-12-08 08:00:00,2352.59,2373.2,2345.93,2366.03,23426.755688,2280.1265,2168.875,1,0.0501080718822259,45.18149115019969,38.39817245271646,6.783318697483232,0.0191376636802207,40.19714285714284,0.0906412016969648,0.9005575824383208,0.7229062417641764,0.8698094772838316,0.0865162318313799,69.39430951305648,0.005700846828484,1.0,up,0.0,normal,1.0,overbought,-0.2770937582358236,normal,0.005717127579083492,2280.1265,2384.6412794859693,2175.6117205140304,0.04468725527844164,0.5283999731336753,31.697362097318557,12.3738844104993,51.421895815570515,0.95,32406.354150199993,0.7229062417641765,2357.032,2280.1265,,0,1,True,True,False,False,0.0,1.127137174570659,1.0
2023-12-08 12:00:00,2365.76,2376.3,2335.75,2345.82,36077.837914,2287.398,2174.031833333333,1,0.0415404971006898,44.28236565707948,39.57501109358907,4.707354563490412,0.00431124906347,41.21357142857145,0.0887898832062847,0.7804905609546967,1.1058008054083095,0.7687981053878049,0.0864004910862725,64.41313632488786,-0.0085784241589172,1.0,up,0.0,normal,0.0,neutral,0.1058008054083095,normal,-0.008541734466596007,2287.398,2388.9035938557126,2185.8924061442876,0.4725422984864336,0.17874027453983476,29.342898281945274,13.319530956820167,50.43165306301327,0.8,32625.98267025,1.1058008054083097,2359.046,2287.398,,0,1,True,True,False,False,0.0,1.1175094681180473,1.0
2023-12-08 16:00:00,2345.64,2361.24,2340.0,2352.89,17685.510711,2294.807,2178.929,1,0.0397170140653375,43.63726886723225,40.38746264831771,3.249806218914543,-0.0011292479463396,38.80214285714286,0.0853331211878965,0.7892875775872898,0.5617139655842246,0.7941009055627427,0.0821330363935415,65.35015209303539,0.003009338876229,1.0,up,0.0,normal,0.0,neutral,-0.4382860344157754,low,0.0030138714820402424,2294.807,2392.6547991781163,2196.9592008218833,0.5062826809996812,0.15702623295690277,28.162865486450297,12.783882323933437,49.51214193563869,0.85,31484.90476395,0.5617139655842246,2358.514,2294.807,,0,1,True,True,False,False,0.0,1.1208774980349183,1.0
2023-12-08 20:00:00,2352.89,2376.48,2351.92,2358.93,15226.398152,2301.331,2184.1071666666667,1,0.0565747865736219,43.11638370291075,40.93324685923632,2.1831368436744327,-0.0068708556994001,39.05785714285714,0.0840925909895061,0.7903635892029206,0.4965563018697276,0.8056771073238137,0.0736266018915355,66.16968322723423,0.0025637665735781,1.0,up,0.0,normal,0.0,neutral,-0.5034436981302723,low,0.0025670558334642823,2301.3309999999997,2398.003866079376,2204.658133920623,0.350435870445831,0.22356199912738628,29.779046118820347,12.174218140311044,48.97291405500346,0.9,30663.99136345,0.49655630186972766,2355.25,2301.3309999999997,,0,1,True,True,False,False,0.0,1.1237548531548478,1.0
2023-12-09 00:00:00,2358.94,2366.99,2349.03,2360.23,11870.000568,2305.702,2189.223166666666,1,0.0494062095673399,42.32063169436378,41.21072382626182,1.1099078681019634,0.0032517491434935,37.87714285714281,0.0860666000390186,0.7684297182412879,0.4578946617584596,0.8131621372639345,0.0735860488172762,66.35413672595288,0.0005509455211875,1.0,up,0.0,normal,0.0,neutral,-0.5421053382415404,low,0.0005510973195475,2305.702,2404.6987142081043,2206.705285791896,0.09285575118318512,0.27918420914283537,28.701118995030797,12.316007232225033,48.32820596895935,0.9,25922.99399695,0.4578946617584596,2356.78,2305.702,,0,1,True,True,False,False,0.0,1.1243741514422498,1.0
2023-12-09 04:00:00,2360.24,2386.0,2359.48,2382.86,16249.092203,2310.1755000000003,2194.6441666666665,1,0.0535842983282264,43.020135030181336,41.572606067045726,1.4475289631356103,0.0071131811515492,36.47142857142853,0.0898249915059069,0.8395831209576952,0.6419715626803975,0.9434592353754048,0.0728872027731381,69.47426759883834,0.0095423749993846,1.0,up,0.0,normal,1.0,overbought,-0.3580284373196025,low,0.009588048622380052,2310.1755000000003,2414.4858779065207,2205.86512209348,-0.0380732172903131,0.40700166056517606,31.040482592616964,11.64566762655216,48.12160907750602,1.0,25311.233624049997,0.6419715626803976,2360.1459999999997,2310.1755000000003,,0,1,True,True,False,False,0.0,1.1351547054760254,1.0
2023-12-09 08:00:00,2382.64,2402.56,2348.6,2356.1,34562.500662,2313.8805,2199.701333333333,1,0.0536271677593038,40.94322015049238,41.44672888373506,-0.5035087332426826,0.0043822629187233,38.9171428571428,0.0917099580519692,0.6953902423804267,1.3585752330131893,0.7468947483111786,0.0779084079623105,62.136345747689,-0.0112937372050199,0.3999999999999999,up,0.0,normal,0.0,neutral,0.3585752330131893,normal,-0.01123020236186778,2313.8805,2419.183809629855,2208.577190370145,0.1229480555951401,0.19457275630900828,31.003072782702063,10.40475830926107,48.23756365665652,0.75,25440.25521895,1.3585752330131893,2362.202,2313.8805,,0,1,True,True,False,False,0.0,1.1224066884215032,1.0
