date,datetime,open,high,low,close,volume,funding_rate,open_interest,ma_5,ma_20,ma_60,ma_cross,momentum_12,macd,macd_signal,macd_hist,atr_14,bb_mid,bb_upper,bb_lower,bb_width_20,bb_pos_20,rsi_14,volume_ma_20,rel_volume_20,price_position_20,log_return,ret,volatility_20,funding_rate_zscore,oi_change,oi_rsi,instrument
2025-03-28 00:00:00+00:00,2025-03-28 00:00:00+00:00,138.46,139.07,136.03,136.81,163162.387399,,2647378.7400000016,,,,0,,0.0,0.0,0.0,3.039999999999992,,,,,,,,,,,,,,,,SOL
2025-03-28 04:00:00+00:00,2025-03-28 04:00:00+00:00,136.81,137.32,131.35,131.62,348650.515889,,2693076.680000001,,,,0,,-0.4140170940170833,-0.08280341880341667,-0.3312136752136666,3.2492857142857066,,,,,,,,,,-0.03867411890404967,-0.0379358234047219,,,0.01726158003368994,,SOL
2025-03-28 08:00:00+00:00,2025-03-28 08:00:00+00:00,131.61,132.65,130.39,131.91,203503.249737,,2632818.4300000006,,,,0,,-0.7105374144690302,-0.20835021793653938,-0.5021871965324908,3.1786224489795862,,,,,,,,,,0.0022008888328552186,0.0022033125664790987,,,-0.02237524480736297,,SOL
2025-03-28 12:00:00+00:00,2025-03-28 12:00:00+00:00,131.91,132.45,129.13,129.91,249457.277582,,2678459.53,,,,0,,-1.0943007719232014,-0.3855403287338718,-0.7087604431893296,3.188720845481044,,,,,,,,,,-0.015277968853186975,-0.015161852778409535,,,0.017335452942723206,,SOL
2025-03-28 16:00:00+00:00,2025-03-28 16:00:00+00:00,129.91,130.3,129.05,129.42,85412.393875,,2713076.590000001,131.934,,,0,,-1.4215877240947066,-0.5927498078060388,-0.8288379162886678,3.050240785089541,,,,,,,,,,-0.0037789733785215628,-0.003771842044492435,,,0.012924242316254553,,SOL
2025-03-28 20:00:00+00:00,2025-03-28 20:00:00+00:00,129.42,130.45,127.7,129.49,141721.442584,,2739030.95,130.46999999999997,,,0,,-1.6562246498804143,-0.805444776220914,-0.8507798736595003,3.0287950147260014,,,,,,,,,,0.0005407284516288982,0.0005408746716120127,,,0.009566394142968004,,SOL
2025-03-29 00:00:00+00:00,2025-03-29 00:00:00+00:00,129.49,130.55,126.54,128.82,146856.779962,,2752948.43,129.91000000000003,,,0,,-1.8746299376056186,-1.019281808497855,-0.8553481291077636,3.0988810851027164,,,,,,,,,,-0.005187576962004192,-0.005174144721600271,,,0.005081169309167466,,SOL
2025-03-29 04:00:00+00:00,2025-03-29 04:00:00+00:00,128.82,129.09,125.47,126.38,121962.801183,,2758835.7600000007,128.804,,,0,,-2.2190257620329987,-1.2592305992048838,-0.959795162828115,3.1361038647382373,,,,,,,,,,-0.019122839773435495,-0.018941158205247666,,,0.0021385544080099184,,SOL
2025-03-29 08:00:00+00:00,2025-03-29 08:00:00+00:00,126.39,127.09,124.31,125.29,190101.200761,,2768385.810000001,127.88,,,0,,-2.5505150744814387,-1.5174874942601948,-1.0330275802212439,3.110667874399792,,,,,,,,,,-0.00866219108784775,-0.008624782402278708,,,0.0034616232464670382,,SOL
2025-03-29 12:00:00+00:00,2025-03-29 12:00:00+00:00,125.3,126.8,125.0,126.31,111794.531609,,2829537.1900000004,127.25800000000001,,,0,,-2.699795703043833,-1.7539491360169226,-0.9458465670269103,3.0170487405140927,,,,,,,,,,0.008108152528422525,0.008141112618724522,,,0.022089182721247713,,SOL
2025-03-29 16:00:00+00:00,2025-03-29 16:00:00+00:00,126.32,126.77,123.67,125.29,163951.446608,,2814098.700000002,126.418,,,0,,-2.8673540792332233,-1.9766301246601827,-0.8907239545730405,3.0229738304773717,,,,,,,,,,-0.008108152528422475,-0.008075370121130465,,,-0.0054561891091449155,,SOL
2025-03-29 20:00:00+00:00,2025-03-29 20:00:00+00:00,125.28,125.44,122.73,124.6,112409.925623,,2747816.310000001,125.574,,,0,,-3.0209983445755313,-2.185503768643253,-0.8354945759322785,3.000618556871845,,,,,,,,,,-0.005522443904108588,-0.005507223242078418,,,-0.023553683458224506,,SOL
2025-03-30 00:00:00+00:00,2025-03-30 00:00:00+00:00,124.62,126.6,123.49,125.73,132067.991002,,2765524.960000001,125.444,,,0,-0.08098823185439663,-3.0168051240366083,-2.351764039721924,-0.6650410843146841,3.0084315170952847,,,,,,,,,,0.009028144251737244,0.009069020866773858,,,0.006444626569670486,,SOL
2025-03-30 04:00:00+00:00,2025-03-30 04:00:00+00:00,125.73,126.75,125.14,125.48,99080.883846,,2770885.480000001,125.48200000000001,,,0,-0.04664944537304361,-2.999083311659547,-2.4812278941094488,-0.517855417550098,2.9085435515884783,,,,,,,,,,-0.001990367282612384,-0.0019883878151594203,,,0.001938337233448717,,SOL
