date,datetime,open,high,low,close,volume,funding_rate,open_interest,ma_5,ma_20,ma_60,ma_cross,momentum_12,macd,macd_signal,macd_hist,atr_14,bb_mid,bb_upper,bb_lower,bb_width_20,bb_pos_20,rsi_14,volume_ma_20,rel_volume_20,price_position_20,log_return,ret,volatility_20,funding_rate_zscore,oi_change,oi_rsi,instrument
2025-03-28 00:00:00+00:00,2025-03-28 00:00:00+00:00,0.19048,0.1929,0.18759,0.1894,67212433.960373,,712379.77,,,,0,,0.0,0.0,0.0,0.005309999999999981,,,,,,,,,,,,,,,,DOGE
2025-03-28 04:00:00+00:00,2025-03-28 04:00:00+00:00,0.18941,0.1899,0.18124,0.18158,144603363.591125,,714245.7500000002,,,,0,,-0.0006238176638176385,-0.0001247635327635277,-0.0004990541310541108,0.005549285714285697,,,,,,,,,,-0.0421648528083669,-0.041288278775079346,,,0.002619361299381451,,DOGE
2025-03-28 08:00:00+00:00,2025-03-28 08:00:00+00:00,0.18157,0.18284,0.17885,0.18183,134902438.039259,,707024.0199999999,,,,0,,-0.0010855116435743162,-0.0003169131549256854,-0.0007685984886486308,0.005437908163265289,,,,,,,,,,0.0013758566876921707,0.0013768036127326244,,,-0.01011098770976282,,DOGE
2025-03-28 12:00:00+00:00,2025-03-28 12:00:00+00:00,0.18183,0.18266,0.17791,0.17948,145153762.691672,,726183.92,,,,0,,-0.0016223315804939353,-0.0005779968400393354,-0.0010443347404546,0.005388771865889196,,,,,,,,,,-0.013008403523520676,-0.012924159929604495,,,0.02709936219705833,,DOGE
2025-03-28 16:00:00+00:00,2025-03-28 16:00:00+00:00,0.17953,0.18135,0.17843,0.17858,59872768.424822,,720615.2100000003,0.182174,,,0,,-0.002096223763772914,-0.0008816422247860513,-0.001214581538986863,0.005212431018325682,,,,,,,,,,-0.0050271010187123415,-0.0050144862937375745,,,-0.00766845677331951,,DOGE
2025-03-28 20:00:00+00:00,2025-03-28 20:00:00+00:00,0.17857,0.18155,0.17719,0.18024,57394857.662968,,716794.8500000003,0.180342,,,0,,-0.00231119657102824,-0.0011675530940344892,-0.0011436434769937509,0.005151543088445277,,,,,,,,,,0.00925261603491885,0.009295553813417179,,,-0.0053015256228077234,,DOGE
2025-03-29 00:00:00+00:00,2025-03-29 00:00:00+00:00,0.18025,0.18257,0.17507,0.17871,71429527.417138,,716257.0800000001,0.179768,,,0,,-0.0025753354192080136,-0.0014491095590691942,-0.0011262258601388193,0.005319290010699186,,,,,,,,,,-0.008524915815283265,-0.008488681757656491,,,-0.0007502425554539727,,DOGE
2025-03-29 04:00:00+00:00,2025-03-29 04:00:00+00:00,0.1787,0.17975,0.17371,0.17473,75436384.722975,,697444.77,0.178348,,,0,,-0.0030704261359391083,-0.0017733728744431772,-0.001297053261495931,0.005370769295649244,,,,,,,,,,-0.022522454957758824,-0.022270717922891925,,,-0.02626474561340464,,DOGE
2025-03-29 08:00:00+00:00,2025-03-29 08:00:00+00:00,0.17476,0.17554,0.16842,0.16992,120615346.191917,,694973.76,0.17643599999999998,,,0,,-0.0038070308155895016,-0.0021801044626724424,-0.0016269263529170592,0.005495714345960013,,,,,,,,,,-0.027914187297373036,-0.027528186344646044,,,-0.0035429472071315526,,DOGE
2025-03-29 12:00:00+00:00,2025-03-29 12:00:00+00:00,0.16994,0.17269,0.16949,0.16984,95477916.04058,,722213.4600000001,0.174688,,,0,,-0.004347139543912887,-0.0026135114789205315,-0.0017336280649923553,0.005331734749820013,,,,,,,,,,-0.0004709206585733057,-0.00047080979284364055,,,0.03919529278342826,,DOGE
