date,open,high,low,close,volume,ma20,ma60,ma_cross,momentum_12,macd,macd_signal,macd_hist,trend_strength,atr_14,bb_width_20,bb_pos_20,rel_volume_20,price_position_20,channel_range_20,rsi_14,log_return,trend_score,trend_label,vol_score,vol_label,exhaustion_score,exhaustion_label,volume_score,volume_label
2024-11-23 21:00:00,3405.38,3428.11,3401.92,3417.51,3409.256082,3387.5135,3344.868,1,0.0170494789031672,25.172659004802423,25.58002219424902,-0.4073631894465919,0.0012510107698258,45.39500000000002,0.0507462348996851,0.6729644955573265,0.3658397628506944,0.5588770053475948,0.054718201263493,63.926823924633055,0.0035556817653032,0.39999999999999997,up,0.0,normal,0.0,neutral,-0.6341602371493056,low
2024-11-23 22:00:00,3417.52,3423.79,3393.17,3406.0,2452.934858,3391.5055,3349.4453333333336,1,0.0172630069888297,23.20285286953549,25.104588329306317,-1.9017354597708227,-0.0053819175746036,42.767857142857146,0.0481771626836679,0.5883318600353598,0.2688417546952463,0.4770223656392561,0.0527715795654726,57.14840714840717,-0.0033736334867715,0.39999999999999997,up,0.0,normal,0.0,neutral,-0.7311582453047537,low
2024-11-23 23:00:00,3406.01,3407.05,3381.83,3394.16,3484.661289,3393.921,3353.554,1,0.0119104051326541,20.450636064188984,24.173797876282848,-3.723161812093864,-0.008654152269853,42.3207142857143,0.0466570421800557,0.5015092055258481,0.3836049379037063,0.3881727267472092,0.0509669550050674,56.52040267424883,-0.0034822745242907,0.39999999999999997,up,0.0,normal,0.0,neutral,-0.6163950620962937,low
2024-11-24 00:00:00,3394.17,3425.63,3388.89,3417.6,4689.756184,3397.0805,3355.7596666666664,1,0.0055343225088928,19.93114271453942,23.325266843934163,-3.3941241293947435,0.0028639842246114,43.18785714285718,0.0453938127649289,0.6322662014036993,0.5347125444449892,0.5165170451211631,0.0498683286516853,62.77237926972907,0.0068822426274782,0.39999999999999997,up,0.0,normal,0.0,neutral,-0.46528745555501083,low
2024-11-24 01:00:00,3417.64,3436.6,3415.21,3432.91,4387.187533,3401.2865,3357.174833333333,1,-0.000608442503639,20.51830726721255,22.76387492858984,-2.24556766137729,0.0080842666604019,43.510000000000026,0.0440689873757506,0.7090328036940989,0.5037814042343651,0.5933939393939385,0.0480641787870931,64.00455548437606,0.0044697476507329,0.10000000000000003,sideways,0.0,normal,0.0,neutral,-0.4962185957656349,low
2024-11-24 02:00:00,3433.31,3449.36,3428.55,3429.92,3062.597959,3405.6040000000003,3358.589833333333,1,-0.0121141250813656,20.505991093184093,22.312298161508693,-1.8063070683246,0.0036312988111226,39.38571428571429,0.0417014826511052,0.6700030245262449,0.3506028932602088,0.5752727272727277,0.0481060782758781,56.50194243702746,-0.0008713607037284,-0.19999999999999996,sideways,0.0,normal,0.0,neutral,-0.6493971067397912,low
2024-11-24 03:00:00,3429.92,3432.58,3418.12,3427.16,2720.582151,3409.9005,3361.089,1,-0.0096258600710308,20.042484220732604,21.85833537335348,-1.8158511526208727,0.0062125660598941,36.51714285714287,0.0380992018195305,0.632183714746281,0.313595739106298,0.5555555555555544,0.0478209362854374,48.09653297076815,-0.0008050074227072,-0.19999999999999996,sideways,0.0,normal,0.0,neutral,-0.686404260893702,low
2024-11-24 04:00:00,3427.16,3432.37,3400.0,3413.67,3662.24223,3412.124,3362.453666666667,1,0.0001259800072659,18.374808075983765,21.161629913879537,-2.786821837895772,0.0057481085158037,33.61928571428572,0.0365679872231237,0.5123847401119911,0.4553195448870073,0.4525681674064678,0.0461966153728977,34.020279528638014,-0.0039439709761251,0.10000000000000003,sideways,0.0,normal,0.0,neutral,-0.5446804551129927,low
2024-11-24 05:00:00,3413.79,3421.41,3398.0,3413.24,2785.759059,3414.775,3363.5086666666666,1,-0.0032676971057957,16.82452268535735,20.2942084681751,-3.4696857828177485,-0.0012757490636704,32.79142857142857,0.0336564146686862,0.4866379312030111,0.3534154085426044,0.4473885350318457,0.0459973514900798,36.21987512400072,-0.0001259720724512,0.10000000000000003,sideways,0.0,normal,0.0,neutral,-0.6465845914573956,low
2024-11-24 06:00:00,3413.25,3429.97,3401.06,3423.1,2414.0567,3418.5199999999995,3364.2375,1,-0.000201531051846,16.204731878622624,19.476313150264605,-3.271581271641981,-0.0028576339024326,28.296428571428542,0.0281519221472822,0.5475267195283413,0.3099652954138978,0.4967277486910995,0.0446379013175192,53.67910447761197,0.0028845864415622,0.10000000000000003,sideways,0.0,normal,0.0,neutral,-0.6900347045861022,low
2024-11-24 07:00:00,3423.11,3427.38,3409.63,3422.5,1924.336953,3421.9345000000003,3365.4951666666666,1,0.0043018451570495,15.48660823370392,18.678372166952467,-3.191763933248549,-0.0021633157624667,26.33571428571427,0.0219056041366583,0.5075428230113603,0.249162438863336,0.4854259345328999,0.0440058436815193,49.21805364233051,-0.0001752950805002,0.10000000000000003,sideways,0.0,normal,0.0,neutral,-0.750837561136664,low
2024-11-24 08:00:00,3422.5,3428.43,3389.0,3394.29,3788.166975,3421.7095,3366.269333333333,1,-0.0032566115969436,12.497119814081998,17.442121696378376,-4.945001882296378,-0.0095910316413589,27.097142857142835,0.0224609876698109,0.1403486150749339,0.5427618247918692,0.126508015204098,0.0356539953863694,40.23049410517952,-0.0082766701158705,0.10000000000000003,sideways,0.0,normal,0.0,neutral,-0.4572381752081308,low
2024-11-24 09:00:00,3394.39,3405.79,3387.08,3402.77,3019.254159,3420.0979999999995,3367.224,1,-0.0043130817466519,10.688977948975207,16.09149294689774,-5.402514997922534,-0.0031930444360468,26.129999999999978,0.0226152291391444,0.2748277582180212,0.4674524266762958,0.1965790778383735,0.0355651425162441,48.233572573339785,0.0024951977471773,0.10000000000000003,sideways,0.0,normal,0.0,neutral,-0.5325475733237042,low
2024-11-24 10:00:00,3402.76,3403.77,3360.0,3374.59,6737.736265,3415.2285,3367.2806666666665,1,-0.0092219612448619,6.902553662079754,14.253705089934146,-7.351151427854392,-0.0113235518158698,27.12714285714284,0.0209535940146101,-0.0747224065417289,1.2496479239278189,0.1207781456953652,0.0357969412580491,40.902913195060016,-0.0083159703482348,-0.19999999999999996,sideways,0.0,normal,-1.0,oversold,0.24964792392781887,normal
2024-11-24 11:00:00,3374.6,3379.49,3339.54,3344.05,10463.044855,3409.4075,3367.079,1,-0.0147635939378225,1.4210810308986763,11.687180278127052,-10.266099247228375,-0.0230931027431274,28.109999999999964,0.0249692827812775,-0.2827383300481738,2.00171593090133,0.0343331303288688,0.0392817093045857,30.425282455766396,-0.0090911881997559,-0.19999999999999996,sideways,0.0,normal,-1.0,oversold,1.0017159309013302,high
2024-11-24 12:00:00,3343.75,3357.51,3281.53,3315.0,15577.07967,3404.4955,3367.0550000000003,1,-0.0300210674157302,-5.207093606418766,8.308325501217888,-13.515419107636657,-0.0314097881665449,31.349999999999973,0.0357676262526135,-0.2547924496761373,3.2163778726413272,0.1994279926115701,0.0506274509803921,27.82434935178871,-0.0087250236259571,-0.19999999999999996,sideways,0.0,normal,-1.0,oversold,2.2163778726413272,high
2024-11-24 13:00:00,3314.94,3340.44,3305.01,3324.87,7373.087565,3399.5175000000004,3367.1086666666665,1,-0.0314718416736821,-9.553417397976318,4.735976921379048,-14.289394319355369,-0.0204519943787949,32.07928571428566,0.0410692800418387,-0.0466678186312714,1.5958883037562512,0.2582375022344021,0.0504771615130816,32.95113429457213,0.0029729519612939,-0.19999999999999996,sideways,0.0,normal,-1.0,oversold,0.5958883037562512,high
2024-11-24 14:00:00,3324.99,3332.77,3284.27,3326.33,9011.969694,3394.6445,3367.0325,1,-0.0302018705975649,-12.73331874580026,1.2421177879431862,-13.975436533743448,-0.022464051346403,32.91928571428564,0.0448541013947125,0.0421266139015587,1.8410407360911676,0.2669367812667565,0.0504550059675377,24.819290404458428,0.0004390185300246,-0.19999999999999996,sideways,0.0,normal,-1.0,oversold,0.8410407360911676,high
2024-11-24 15:00:00,3326.08,3327.99,3292.2,3294.33,6468.374638,3388.969,3365.8371666666667,1,-0.0387580387259421,-17.632291952832475,-2.532764160211946,-15.099527792620528,-0.0237836300113496,33.947857142857075,0.0526165568520325,-0.0459848805649327,1.2669872087468497,0.0762676517905007,0.0509451087170987,14.990905416329866,-0.0096667852422297,-0.19999999999999996,sideways,0.0,normal,-1.0,oversold,0.26698720874684967,normal
2024-11-24 16:00:00,3294.33,3331.99,3286.64,3318.41,6722.666995,3384.6205,3364.6343333333334,1,-0.0279054507319103,-19.348669343495203,-5.895945196868597,-13.452724146626606,-0.0076673494714494,35.70071428571422,0.0553143433550324,0.1392892687427884,1.290899719487665,0.2197461717213827,0.0505754261830213,24.542258344367823,0.0072829436620981,-0.19999999999999996,sideways,0.0,normal,-1.0,oversold,0.290899719487665,normal
2024-11-24 17:00:00,3318.26,3319.82,3298.01,3309.91,4459.708226,3379.2405,3363.5495,1,-0.0302732887227384,-21.15097448611141,-8.946951054717161,-12.204023431394248,-0.0015354449472096,36.22571428571421,0.058110299450562,0.1395416969325149,0.8478113359830382,0.1690996842042523,0.050705306186573,23.915461624026705,-0.0025647538620312,-0.19999999999999996,sideways,0.0,normal,-1.0,oversold,-0.15218866401696185,normal
2024-11-24 18:00:00,3309.61,3334.17,3307.02,3326.64,3354.328078,3375.2725,3362.7971666666663,1,-0.0281791358709941,-20.987413278917305,-11.35504349955719,-9.632369779360111,0.0005323516408159,35.85285714285708,0.0589492676023012,0.2520053130804801,0.6322562719399848,0.2687838884585574,0.0504503042108553,30.91363656300712,0.0050417869040887,-0.19999999999999996,sideways,0.0,normal,0.0,neutral,-0.3677437280600152,low
2024-11-24 19:00:00,3326.62,3329.12,3310.22,3326.23,2676.646814,3371.876,3362.1913333333337,1,-0.0281285609934258,-20.652800785771888,-13.21459495680013,-7.438205828971757,-3.006316270481868e-05,35.53071428571424,0.0601184232069952,0.2717331381247104,0.5083918026797414,0.2663409402371438,0.0504565228501937,30.91634864236525,-0.0001232550765366,-0.19999999999999996,sideways,0.0,normal,0.0,neutral,-0.4916081973202586,low
2024-11-24 20:00:00,3326.11,3343.71,3321.13,3341.48,3508.673974,3368.0700000000006,3361.684333333333,1,-0.0155584820389536,-18.938756230906165,-14.35942721162134,-4.579329019284826,0.0143124702139736,35.07857142857139,0.058919116538134,0.364941088544859,0.6739835200396295,0.3572066972531719,0.0502262470522043,32.51199862872815,0.0045742921006149,-0.19999999999999996,sideways,0.0,normal,0.0,neutral,-0.32601647996037053,low
2024-11-24 21:00:00,3341.41,3346.54,3331.56,3345.11,1991.930014,3363.6800000000003,3361.368833333333,1,-0.0169450183233071,-17.090444898963597,-14.905630749089791,-2.184814149873805,0.0080460220406761,34.88071428571425,0.0561978742971339,0.401217136424871,0.3916409933094246,0.3788357266281353,0.0501717432311642,33.63086424975678,0.0010857553271867,-0.19999999999999996,sideways,0.0,normal,0.0,neutral,-0.6083590066905754,low
2024-11-24 22:00:00,3345.01,3363.24,3337.4,3359.16,3368.824546,3360.142,3361.9800000000005,-1,-0.0045724073146664,-14.32677710443386,-14.789860020158606,0.4630829157247476,0.0148795586586947,33.909999999999954,0.0527942080949753,0.4944627450802345,0.660369514606092,0.5139357828533585,0.0449665987925552,42.09602663906759,0.0041913647775681,-0.10000000000000003,sideways,0.0,normal,0.0,neutral,-0.33963048539390805,low
2024-11-24 23:00:00,3359.4,3372.49,3351.01,3361.2,6253.593572,3356.844,3362.2556666666665,-1,0.0051285118344521,-11.835507155962205,-14.198989447319327,2.3634822913571227,0.0103888608325517,34.107857142857064,0.0493247812179204,0.5262741302551478,1.1848249027628444,0.5281755502519211,0.0448768297036771,40.36795032207233,0.0006071103520225,0.19999999999999996,sideways,0.0,normal,0.0,neutral,0.18482490276284436,normal
2024-11-25 00:00:00,3361.02,3365.58,3335.19,3348.63,5294.822101,3353.592,3362.2615,-1,0.0101447963800904,-10.751514949541615,-13.509494547763786,2.757979598222171,0.0067343509017716,33.15214285714277,0.0468818555051139,0.4683928888107302,0.9878946760419918,0.4520344920506608,0.0443285761639833,43.51583574782693,-0.0037467461038246,0.19999999999999996,sideways,0.0,normal,0.0,neutral,-0.01210532395800823,normal
2024-11-25 01:00:00,3348.52,3353.59,3300.18,3328.26,6890.655053,3349.343,3362.8416666666667,-1,0.0010195887358002,-11.404666184402686,-13.088528875091567,1.6838626906888816,-0.0039563307277014,34.113571428571376,0.0444494696671497,0.3574889370087425,1.238224552719289,0.3148073295607662,0.0445998810189106,45.84495552865639,-0.006101662060738,-0.10000000000000003,sideways,0.0,normal,0.0,neutral,0.238224552719289,normal
2024-11-25 02:00:00,3328.23,3350.0,3327.62,3338.07,2720.991439,3345.0915,3363.676166666666,-1,0.0035294153015485,-11.003862551494876,-12.67159561037223,1.667733058877353,-0.0021045645733622,30.28499999999995,0.0391830374978882,0.4463170515543117,0.4876071326222575,0.3848876786929891,0.0440074653916783,56.75469930315639,0.0029431507535017,-0.10000000000000003,sideways,0.0,normal,0.0,neutral,-0.5123928673777425,low
2024-11-25 03:00:00,3338.01,3370.0,3338.01,3362.08,2448.131558,3342.0705000000003,3364.4773333333333,-1,0.0205656385365158,-8.649114832817304,-11.867099454861243,3.217984622043941,0.0008692649352814,30.03928571428566,0.0327865753642703,0.6815231993708647,0.4366607347549141,0.5483321987746762,0.0436931899300432,60.06165161429892,0.0071670344023585,0.19999999999999996,sideways,0.0,normal,0.0,neutral,-0.5633392652450859,low
2024-11-25 04:00:00,3362.31,3387.46,3361.03,3365.79,4690.529663,3340.6455,3365.4395,-1,0.0142779222579487,-6.409707191884081,-10.775621002265812,4.3659138103817305,0.0013655837201,28.46285714285708,0.0301445204278998,0.74782642341647,0.8299468530418623,0.6780943183647186,0.0369185243286122,60.54178243214369,0.0011028751673412,0.19999999999999996,sideways,0.0,normal,0.0,neutral,-0.17005314695813767,normal
