date,datetime,open,high,low,close,volume,funding_rate,open_interest
2025-03-28 00:00:00+00:00,2025-03-28 00:00:00+00:00,87228.0,87504.4,86700.0,86793.8,2010.60924003,,2236629.0500000007
2025-03-28 04:00:00+00:00,2025-03-28 04:00:00+00:00,86793.9,86838.7,85156.1,85202.0,2702.61632588,,2253265.570000002
2025-03-28 08:00:00+00:00,2025-03-28 08:00:00+00:00,85202.0,85440.0,84808.8,85249.9,1656.3839916,,2197962.210000001
2025-03-28 12:00:00+00:00,2025-03-28 12:00:00+00:00,85249.9,85631.5,83958.9,84051.5,2967.63495263,,2265223.4800000014
2025-03-28 16:00:00+00:00,2025-03-28 16:00:00+00:00,84051.5,84216.2,83585.0,83795.9,1478.66540443,,2355418.6000000024
2025-03-28 20:00:00+00:00,2025-03-28 20:00:00+00:00,83796.0,84544.9,83700.0,84427.3,1008.12069786,,2342358.760000002
2025-03-29 00:00:00+00:00,2025-03-29 00:00:00+00:00,84427.4,84626.7,83700.0,84154.3,681.62885543,,2377611.9100000025
2025-03-29 04:00:00+00:00,2025-03-29 04:00:00+00:00,84154.2,84254.2,83663.1,83741.4,529.93239265,,2357756.2300000032
2025-03-29 08:00:00+00:00,2025-03-29 08:00:00+00:00,83741.3,83957.9,82011.0,82293.2,1886.07377801,,2398843.8700000024
2025-03-29 12:00:00+00:00,2025-03-29 12:00:00+00:00,82293.2,82893.9,82128.8,82418.4,813.15435982,,2358011.0300000045
2025-03-29 16:00:00+00:00,2025-03-29 16:00:00+00:00,82418.4,82770.4,81644.2,82770.4,1256.79256873,,2328067.5100000026
2025-03-29 20:00:00+00:00,2025-03-29 20:00:00+00:00,82770.4,82797.6,82260.0,82650.1,360.76897729,,2272750.220000001
2025-03-30 00:00:00+00:00,2025-03-30 00:00:00+00:00,82650.0,83513.4,82493.1,83080.3,730.36350423,,2242896.229999999
2025-03-30 04:00:00+00:00,2025-03-30 04:00:00+00:00,83080.3,83322.0,82865.2,83083.1,447.87522405,,2294216.6100000017
2025-03-30 08:00:00+00:00,2025-03-30 08:00:00+00:00,83083.0,83535.4,82975.0,83126.0,538.23532543,,2260573.080000003
2025-03-30 12:00:00+00:00,2025-03-30 12:00:00+00:00,83127.8,83273.2,82528.8,82735.2,693.3745878,,2275317.9700000016
2025-03-30 16:00:00+00:00,2025-03-30 16:00:00+00:00,82736.5,82914.5,82040.0,82549.9,2105.78578846,,2253395.0200000014
2025-03-30 20:00:00+00:00,2025-03-30 20:00:00+00:00,82550.0,82760.2,81569.3,82398.2,652.42764422,,2213457.1400000006
2025-03-31 00:00:00+00:00,2025-03-31 00:00:00+00:00,82398.4,82456.5,81268.5,81535.4,1072.25620762,,2195527.1200000015
2025-03-31 04:00:00+00:00,2025-03-31 04:00:00+00:00,81535.9,82304.7,81407.4,81941.3,862.08147582,,2243508.8300000024
2025-03-31 08:00:00+00:00,2025-03-31 08:00:00+00:00,81941.3,82275.3,81300.0,82204.4,971.91569358,,2263523.940000002
