date,open,high,low,close,volume,ma20,ma60,ma_cross,momentum_12,macd,macd_signal,macd_hist,trend_strength,atr_14,bb_width_20,bb_pos_20,rel_volume_20,price_position_20,channel_range_20,rsi_14,log_return
2024-11-23 21:00:00,3405.38,3428.11,3401.92,3417.51,3409.256082,3387.5135,3344.868,1,0.017049478903167214,25.172659004802426,25.58002219424902,-0.4073631894465919,0.001251010769825811,45.39500000000002,0.05074623489968514,0.6729644955573265,0.36583976285069447,0.5588770053475948,0.054718201263493006,63.926823924633055,0.0035556817653032147
2024-11-23 22:00:00,3417.52,3423.79,3393.17,3406.0,2452.934858,3391.5055,3349.4453333333336,1,0.017263006988829765,23.20285286953549,25.104588329306313,-1.9017354597708227,-0.005381917574603601,42.767857142857146,0.04817716268366795,0.5883318600353598,0.26884175469524635,0.4770223656392561,0.05277157956547263,57.14840714840717,-0.003373633486771578
2024-11-23 23:00:00,3406.01,3407.05,3381.83,3394.16,3484.661289,3393.921,3353.5539999999996,1,0.011910405132654178,20.450636064188984,24.173797876282848,-3.7231618120938634,-0.008654152269853,42.3207142857143,0.04665704218005578,0.5015092055258481,0.38360493790370637,0.3881727267472092,0.05096695500506747,56.52040267424883,-0.0034822745242907654
2024-11-24 00:00:00,3394.17,3425.63,3388.89,3417.6,4689.756184,3397.0805,3355.7596666666664,1,0.005534322508892853,19.93114271453942,23.325266843934163,-3.3941241293947435,0.0028639842246114267,43.18785714285718,0.04539381276492895,0.6322662014036993,0.5347125444449892,0.5165170451211631,0.04986832865168535,62.77237926972907,0.006882242627478229
2024-11-24 01:00:00,3417.64,3436.6,3415.21,3432.91,4387.187533,3401.2864999999997,3357.174833333333,1,-0.0006084425036390062,20.51830726721255,22.76387492858984,-2.24556766137729,0.008084266660401962,43.510000000000026,0.04406898737575069,0.7090328036940989,0.5037814042343651,0.5933939393939385,0.04806417878709317,64.00455548437606,0.004469747650732997
2024-11-24 02:00:00,3433.31,3449.36,3428.55,3429.92,3062.597959,3405.6040000000003,3358.5898333333334,1,-0.012114125081365668,20.505991093184093,22.312298161508693,-1.8063070683245996,0.003631298811122674,39.38571428571429,0.041701482651105286,0.6700030245262449,0.3506028932602088,0.5752727272727277,0.04810607827587815,56.50194243702746,-0.0008713607037284303
2024-11-24 03:00:00,3429.92,3432.58,3418.12,3427.16,2720.582151,3409.9004999999997,3361.089,1,-0.009625860071030834,20.042484220732604,21.858335373353476,-1.8158511526208727,0.006212566059894176,36.51714285714287,0.038099201819530526,0.632183714746281,0.31359573910629807,0.5555555555555544,0.04782093628543747,48.09653297076815,-0.0008050074227072947
2024-11-24 04:00:00,3427.16,3432.37,3400.0,3413.67,3662.24223,3412.124,3362.453666666667,1,0.0001259800072659356,18.374808075983765,21.161629913879537,-2.786821837895772,0.005748108515803763,33.619285714285716,0.03656798722312377,0.5123847401119911,0.4553195448870073,0.4525681674064678,0.04619661537289774,34.020279528638014,-0.003943970976125158
2024-11-24 05:00:00,3413.79,3421.41,3398.0,3413.24,2785.759059,3414.775,3363.5086666666666,1,-0.003267697105795775,16.82452268535735,20.2942084681751,-3.4696857828177485,-0.0012757490636704505,32.79142857142857,0.03365641466868625,0.4866379312030111,0.3534154085426044,0.4473885350318457,0.04599735149007981,36.21987512400072,-0.00012597207245125807
2024-11-24 06:00:00,3413.25,3429.97,3401.06,3423.1,2414.0567,3418.5199999999995,3364.2375,1,-0.00020153105184606002,16.204731878622624,19.476313150264605,-3.271581271641981,-0.0028576339024326547,28.296428571428546,0.028151922147282276,0.5475267195283413,0.30996529541389783,0.4967277486910995,0.04463790131751926,53.67910447761197,0.002884586441562286
2024-11-24 07:00:00,3423.11,3427.38,3409.63,3422.5,1924.336953,3421.9345000000003,3365.4951666666666,1,0.004301845157049566,15.486608233703919,18.678372166952467,-3.1917639332485486,-0.0021633157624667554,26.33571428571427,0.021905604136658395,0.5075428230113603,0.24916243886333608,0.48542593453289995,0.04400584368151939,49.21805364233051,-0.00017529508050022325
2024-11-24 08:00:00,3422.5,3428.43,3389.0,3394.29,3788.166975,3421.7095,3366.269333333333,1,-0.0032566115969436815,12.497119814081998,17.442121696378376,-4.945001882296378,-0.009591031641358994,27.097142857142835,0.02246098766981092,0.14034861507493399,0.5427618247918692,0.12650801520409807,0.03565399538636946,40.230494105179524,-0.008276670115870514
2024-11-24 09:00:00,3394.39,3405.79,3387.08,3402.77,3019.254159,3420.0979999999995,3367.224,1,-0.004313081746651903,10.688977948975207,16.09149294689774,-5.402514997922534,-0.0031930444360468435,26.129999999999978,0.022615229139144405,0.2748277582180212,0.4674524266762958,0.19657907783837356,0.03556514251624411,48.233572573339785,0.002495197747177374
2024-11-24 10:00:00,3402.76,3403.77,3360.0,3374.59,6737.736265,3415.2285,3367.2806666666665,1,-0.009221961244861965,6.902553662079754,14.253705089934146,-7.351151427854392,-0.011323551815869859,27.12714285714284,0.0209535940146101,-0.07472240654172894,1.2496479239278189,0.12077814569536525,0.03579694125804918,40.902913195060016,-0.00831597034823487
2024-11-24 11:00:00,3374.6,3379.49,3339.54,3344.05,10463.044855,3409.4075,3367.079,1,-0.014763593937822561,1.4210810308986765,11.687180278127052,-10.266099247228375,-0.02309310274312748,28.109999999999964,0.02496928278127752,-0.2827383300481738,2.00171593090133,0.034333130328868866,0.03928170930458579,30.425282455766393,-0.009091188199755946
2024-11-24 12:00:00,3343.75,3357.51,3281.53,3315.0,15577.07967,3404.4955,3367.0550000000003,1,-0.030021067415730296,-5.207093606418766,8.308325501217888,-13.515419107636655,-0.03140978816654494,31.349999999999973,0.03576762625261355,-0.25479244967613734,3.2163778726413272,0.19942799261157013,0.05062745098039213,27.82434935178871,-0.00872502362595717
2024-11-24 13:00:00,3314.94,3340.44,3305.01,3324.87,7373.087565,3399.5175000000004,3367.1086666666665,1,-0.03147184167368211,-9.553417397976318,4.735976921379048,-14.289394319355367,-0.02045199437879497,32.07928571428566,0.041069280041838775,-0.04666781863127143,1.5958883037562512,0.2582375022344021,0.050477161513081695,32.95113429457213,0.0029729519612939808
2024-11-24 14:00:00,3324.99,3332.77,3284.27,3326.33,9011.969694,3394.6445,3367.0325,1,-0.03020187059756496,-12.733318745800261,1.2421177879431862,-13.975436533743448,-0.022464051346403058,32.91928571428564,0.04485410139471259,0.0421266139015587,1.8410407360911674,0.2669367812667565,0.050455005967537776,24.819290404458428,0.00043901853002466587
2024-11-24 15:00:00,3326.08,3327.99,3292.2,3294.33,6468.374638,3388.9689999999996,3365.8371666666667,1,-0.03875803872594219,-17.632291952832475,-2.532764160211946,-15.099527792620528,-0.023783630011349643,33.947857142857075,0.05261655685203253,-0.04598488056493271,1.2669872087468497,0.0762676517905007,0.05094510871709875,14.990905416329866,-0.009666785242229763
2024-11-24 16:00:00,3294.33,3331.99,3286.64,3318.41,6722.666995,3384.6205,3364.6343333333334,1,-0.02790545073191031,-19.348669343495203,-5.895945196868597,-13.452724146626606,-0.007667349471449425,35.70071428571422,0.05531434335503245,0.13928926874278844,1.290899719487665,0.21974617172138278,0.05057542618302137,24.542258344367823,0.007282943662098129
2024-11-24 17:00:00,3318.26,3319.82,3298.01,3309.91,4459.708226,3379.2405,3363.5494999999996,1,-0.03027328872273849,-21.15097448611141,-8.946951054717161,-12.204023431394248,-0.0015354449472096965,36.22571428571421,0.05811029945056201,0.13954169693251497,0.8478113359830382,0.1690996842042523,0.050705306186573026,23.915461624026705,-0.0025647538620312813
2024-11-24 18:00:00,3309.61,3334.17,3307.02,3326.64,3354.328078,3375.2725,3362.7971666666663,1,-0.028179135870994187,-20.987413278917302,-11.35504349955719,-9.632369779360111,0.0005323516408159978,35.85285714285708,0.05894926760230123,0.2520053130804801,0.6322562719399848,0.26878388845855744,0.050450304210855376,30.913636563007117,0.005041786904088754
2024-11-24 19:00:00,3326.62,3329.12,3310.22,3326.23,2676.646814,3371.876,3362.1913333333337,1,-0.028128560993425866,-20.652800785771888,-13.21459495680013,-7.438205828971757,-3.006316270481868e-05,35.53071428571424,0.06011842320699526,0.27173313812471045,0.5083918026797414,0.2663409402371438,0.05045652285019374,30.91634864236525,-0.0001232550765366015
2024-11-24 20:00:00,3326.11,3343.71,3321.13,3341.48,3508.673974,3368.0700000000006,3361.684333333333,1,-0.015558482038953603,-18.938756230906165,-14.35942721162134,-4.579329019284826,0.014312470213973638,35.07857142857139,0.05891911653813401,0.36494108854485907,0.6739835200396295,0.35720669725317195,0.05022624705220439,32.51199862872815,0.004574292100614933
