date,datetime,open,high,low,close,volume,funding_rate,open_interest
2025-03-28 00:00:00+00:00,2025-03-28 00:00:00+00:00,138.46,139.07,136.03,136.81,163162.387399,,2647378.7400000016
2025-03-28 04:00:00+00:00,2025-03-28 04:00:00+00:00,136.81,137.32,131.35,131.62,348650.515889,,2693076.680000001
2025-03-28 08:00:00+00:00,2025-03-28 08:00:00+00:00,131.61,132.65,130.39,131.91,203503.249737,,2632818.4300000006
2025-03-28 12:00:00+00:00,2025-03-28 12:00:00+00:00,131.91,132.45,129.13,129.91,249457.277582,,2678459.5299999993
2025-03-28 16:00:00+00:00,2025-03-28 16:00:00+00:00,129.91,130.3,129.05,129.42,85412.393875,,2713076.5900000012
2025-03-28 20:00:00+00:00,2025-03-28 20:00:00+00:00,129.42,130.45,127.7,129.49,141721.442584,,2739030.95
2025-03-29 00:00:00+00:00,2025-03-29 00:00:00+00:00,129.49,130.55,126.54,128.82,146856.779962,,2752948.43
2025-03-29 04:00:00+00:00,2025-03-29 04:00:00+00:00,128.82,129.09,125.47,126.38,121962.801183,,2758835.7600000007
2025-03-29 08:00:00+00:00,2025-03-29 08:00:00+00:00,126.39,127.09,124.31,125.29,190101.200761,,2768385.8100000015
2025-03-29 12:00:00+00:00,2025-03-29 12:00:00+00:00,125.3,126.8,125.0,126.31,111794.531609,,2829537.1900000004
2025-03-29 16:00:00+00:00,2025-03-29 16:00:00+00:00,126.32,126.77,123.67,125.29,163951.446608,,2814098.700000002
2025-03-29 20:00:00+00:00,2025-03-29 20:00:00+00:00,125.28,125.44,122.73,124.6,112409.925623,,2747816.3100000015
2025-03-30 00:00:00+00:00,2025-03-30 00:00:00+00:00,124.62,126.6,123.49,125.73,132067.991002,,2765524.960000001
2025-03-30 04:00:00+00:00,2025-03-30 04:00:00+00:00,125.73,126.75,125.14,125.48,99080.883846,,2770885.480000001
2025-03-30 08:00:00+00:00,2025-03-30 08:00:00+00:00,125.49,126.45,124.63,125.1,93676.196008,,2810589.2400000016
2025-03-30 12:00:00+00:00,2025-03-30 12:00:00+00:00,125.12,125.6,123.1,124.92,168811.147842,,2803391.31
2025-03-30 16:00:00+00:00,2025-03-30 16:00:00+00:00,124.93,127.08,123.0,125.85,126316.126501,,2774853.45
2025-03-30 20:00:00+00:00,2025-03-30 20:00:00+00:00,125.85,126.37,123.13,124.83,95129.095621,,2761854.830000002
2025-03-31 00:00:00+00:00,2025-03-31 00:00:00+00:00,124.84,127.63,122.74,124.56,224146.815512,,2771137.340000001
2025-03-31 04:00:00+00:00,2025-03-31 04:00:00+00:00,124.59,127.04,124.32,125.88,143422.119296,,2778201.470000002
2025-03-31 08:00:00+00:00,2025-03-31 08:00:00+00:00,125.87,126.69,123.04,124.3,171095.467339,,2774803.3400000003
2025-03-31 12:00:00+00:00,2025-03-31 12:00:00+00:00,124.29,127.8,123.25,126.78,333398.081099,,2771696.8900000006
2025-03-31 16:00:00+00:00,2025-03-31 16:00:00+00:00,126.79,127.35,123.81,125.26,151194.476258,,2688423.16
2025-03-31 20:00:00+00:00,2025-03-31 20:00:00+00:00,125.26,126.27,124.53,124.56,112186.348822,,2702994.1800000006
2025-04-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,124.55,126.73,123.76,126.08,137445.515412,,2715700.950000001
2025-04-01 04:00:00+00:00,2025-04-01 04:00:00+00:00,126.08,126.8,125.59,126.67,122133.364453,,2719395.1700000004
2025-04-01 08:00:00+00:00,2025-04-01 08:00:00+00:00,126.69,130.02,126.67,127.61,249943.627279,,2757359.0000000014
2025-04-01 12:00:00+00:00,2025-04-01 12:00:00+00:00,127.62,130.46,124.68,129.25,327115.050763,,2581831.1500000013
2025-04-01 16:00:00+00:00,2025-04-01 16:00:00+00:00,129.26,129.63,125.53,126.81,188130.161437,,2568988.8700000015
2025-04-01 20:00:00+00:00,2025-04-01 20:00:00+00:00,126.81,127.56,125.29,126.7,100541.960267,,2545550.230000001
2025-04-02 00:00:00+00:00,2025-04-02 00:00:00+00:00,126.69,126.97,124.05,124.32,147844.421597,,2593750.000000001
2025-04-02 04:00:00+00:00,2025-04-02 04:00:00+00:00,124.33,125.04,123.49,124.54,110982.118035,,2648575.730000001
2025-04-02 08:00:00+00:00,2025-04-02 08:00:00+00:00,124.54,126.72,124.3,125.68,127030.570773,,2687178.000000001
2025-04-02 12:00:00+00:00,2025-04-02 12:00:00+00:00,125.68,131.09,125.11,130.4,461624.675473,,2640704.5200000005
2025-04-02 16:00:00+00:00,2025-04-02 16:00:00+00:00,130.42,131.82,129.1,131.43,219457.139305,,2568137.240000001
2025-04-02 20:00:00+00:00,2025-04-02 20:00:00+00:00,131.43,136.29,117.22,117.44,1298309.316873,,2569636.210000001
2025-04-03 00:00:00+00:00,2025-04-03 00:00:00+00:00,117.44,120.95,116.27,119.85,379636.991533,,2544576.490000001
2025-04-03 04:00:00+00:00,2025-04-03 04:00:00+00:00,119.85,120.89,117.86,118.64,206993.7255,,2674753.49
2025-04-03 08:00:00+00:00,2025-04-03 08:00:00+00:00,118.65,119.25,115.17,115.76,342051.004108,,2707448.5199999996
2025-04-03 12:00:00+00:00,2025-04-03 12:00:00+00:00,115.76,116.01,112.0,114.18,453446.658441,,2780226.899999999
2025-04-03 16:00:00+00:00,2025-04-03 16:00:00+00:00,114.18,115.99,113.27,115.42,182635.229088,,2810229.31
2025-04-03 20:00:00+00:00,2025-04-03 20:00:00+00:00,115.44,117.44,115.11,117.16,121889.428726,,2852195.3
2025-04-04 00:00:00+00:00,2025-04-04 00:00:00+00:00,117.17,117.43,114.64,115.41,137053.667067,,2843084.5299999993
2025-04-04 04:00:00+00:00,2025-04-04 04:00:00+00:00,115.42,118.38,114.72,118.17,140763.912095,,2863243.52
2025-04-04 08:00:00+00:00,2025-04-04 08:00:00+00:00,118.17,119.94,113.26,114.53,380767.501198,,2837136.980000001
2025-04-04 12:00:00+00:00,2025-04-04 12:00:00+00:00,114.53,121.04,113.96,118.6,598397.238735,,2706834.4500000007
2025-04-04 16:00:00+00:00,2025-04-04 16:00:00+00:00,118.6,123.96,118.24,122.61,616130.968365,,2256581.5800000015
2025-04-04 20:00:00+00:00,2025-04-04 20:00:00+00:00,122.6,124.0,121.79,122.78,114027.52006,,2771970.6000000015
2025-04-05 00:00:00+00:00,2025-04-05 00:00:00+00:00,122.78,122.85,120.67,120.73,95098.561407,,2711286.250000001
2025-04-05 04:00:00+00:00,2025-04-05 04:00:00+00:00,120.73,121.32,120.19,121.09,88308.98911,,2735641.9200000004
