date,open,high,low,close,volume,ma20,ma60,ma_cross,momentum_12,macd,macd_signal,macd_hist,trend_strength,atr_14,bb_width_20,bb_pos_20,rel_volume_20,price_position_20,channel_range_20,rsi_14,log_return
2023-12-02 08:00:00,2095.89,2107.2,2095.89,2099.15,8255.299927,2064.0465,2061.1506666666664,1,0.02646917878553756,13.314842350631807,8.84448330581676,4.470359044815046,0.009187323320705376,21.618571428571418,0.05062635759360154,0.8303164971029209,0.454974433291656,0.8660714285714303,0.04428459138222605,73.78023947218375,0.0016878204428274366
2023-12-02 12:00:00,2099.09,2109.34,2093.33,2104.4,12989.869642,2066.3864999999996,2062.3306666666667,1,0.03495760627938549,14.178820531375095,9.911350750928428,4.2674697804466675,0.006894769831434777,21.868571428571435,0.05320883163475054,0.839489105674249,0.7122125863343283,0.9225473321858882,0.044174111385668034,77.82831154064814,0.002497889988110445
2023-12-02 16:00:00,2104.11,2195.55,2097.43,2158.92,85219.03803,2071.699,2063.695833333333,1,0.05754243307453044,19.043318302255102,11.737744261193763,7.305574041061339,0.034257764406609326,27.014285714285734,0.06403921715549099,1.1308679982902943,3.957054304838729,0.7929455655418004,0.08194374965260412,83.79821958456976,0.02557770577987631
2023-12-02 20:00:00,2158.92,2176.4,2152.77,2164.81,23998.936498,2078.3735,2065.3883333333333,1,0.05496021013337993,23.10737418197823,14.011670245350658,9.095703936627572,0.0342700709003001,26.738571428571454,0.07199663804135749,1.0545812350170638,1.125078166264719,0.8262393307331399,0.08172079766815568,90.41121150654624,0.002724501133701305
2023-12-03 00:00:00,2164.85,2177.4,2155.56,2161.6,16027.263347,2084.5085,2067.0893333333333,1,0.03315601057245132,25.77206327085605,16.363748850451735,9.408314420404317,0.03148963786200665,27.183571428571458,0.077658183567076,0.9592444707770333,0.7449688800946709,0.8066078040444304,0.08121299037749824,88.0775812892185,-0.0014839095642954728
2023-12-03 04:00:00,2161.79,2165.51,2153.01,2165.2,10061.472536,2091.3280000000004,2068.7496666666666,1,0.03468873798748917,27.85326340292977,18.661651760947343,9.191611641982426,0.03146511683300379,26.98928571428574,0.08034919407008807,0.924619870745141,0.4660811082536536,0.826521863389538,0.08080084980602267,87.52569799058293,0.0016640477168882969
2023-12-03 08:00:00,2165.1,2168.53,2157.0,2159.4,8089.70361,2097.2599999999998,2070.3648333333335,1,0.03169522135055858,28.703739137142293,20.670069236186336,8.033669900955957,0.02613571564341388,24.352142857142912,0.0820893194099188,0.8505512312798579,0.3788819020552595,0.7933695341526148,0.08101787533574153,78.85557178451775,-0.002682330609782637
2023-12-03 12:00:00,2159.4,2166.06,2150.0,2160.78,32417.776105,2103.5055,2072.344333333333,1,0.038816561219976675,29.153043611102476,22.366664111169566,6.7863794999329095,0.0008615418820521192,23.864285714285774,0.08146983178444663,0.8253523406876425,1.4659487543065426,0.80125750214347,0.08096613260026483,79.03569298918154,0.000638862291356786
2023-12-03 16:00:00,2160.82,2168.83,2152.0,2167.75,15267.673305,2109.6420000000003,2074.106333333333,1,0.03720591964554876,29.728845764648213,23.839100441865295,5.889745322782918,0.001358086852887741,23.26928571428578,0.0811567448708477,0.8302950867323745,0.6839718648829144,0.8370839193623995,0.07871756429477574,80.13881042692293,0.0032204956528730107
2023-12-03 20:00:00,2167.75,2220.0,2165.15,2193.2,42048.534837,2117.636,2076.2923333333333,1,0.05068002931862936,31.871381973099687,25.445556748112175,6.425825224987513,0.014618800888230865,25.46428571428578,0.08008264127701098,0.9302276453047604,1.7933677639856802,0.859993731062584,0.0872788619368959,91.49919319348705,0.011671901272623558
