date,datetime,open,high,low,close,volume
2026-03-11 16:00:00+00:00,2026-03-11 16:00:00+00:00,70235.8,71320.0,69210.7,70327.0,6858.80042772
2026-03-12 16:00:00+00:00,2026-03-12 16:00:00+00:00,70327.1,73893.0,69777.4,71832.0,8139.26888947
2026-03-13 16:00:00+00:00,2026-03-13 16:00:00+00:00,71832.0,72241.7,70320.0,70579.1,5075.94120973
2026-03-14 16:00:00+00:00,2026-03-14 16:00:00+00:00,70579.2,71933.3,70473.5,71478.1,2531.34066533
2026-03-15 16:00:00+00:00,2026-03-15 16:00:00+00:00,71478.1,74500.0,71300.0,73269.1,8461.09988252
2026-03-16 16:00:00+00:00,2026-03-16 16:00:00+00:00,73269.1,76011.8,73158.0,73917.4,8631.72481679
2026-03-17 16:00:00+00:00,2026-03-17 16:00:00+00:00,73915.5,74800.0,70858.1,71468.0,6609.40462577
2026-03-18 16:00:00+00:00,2026-03-18 16:00:00+00:00,71468.0,72008.0,68796.3,69409.5,7517.56242433
2026-03-19 16:00:00+00:00,2026-03-19 16:00:00+00:00,69411.0,71366.0,69125.3,69870.6,6135.4614229
2026-03-20 16:00:00+00:00,2026-03-20 16:00:00+00:00,69870.7,71100.0,69393.5,70630.1,3505.17943471
2026-03-21 16:00:00+00:00,2026-03-21 16:00:00+00:00,70630.2,70655.9,68100.1,68843.9,4544.57387575
2026-03-22 16:00:00+00:00,2026-03-22 16:00:00+00:00,68844.0,71809.4,67360.1,70133.0,10870.2002724
2026-03-23 16:00:00+00:00,2026-03-23 16:00:00+00:00,70134.0,71400.0,69517.1,69869.6,6134.11561323
2026-03-24 16:00:00+00:00,2026-03-24 16:00:00+00:00,69869.6,72012.0,68924.0,70831.5,6647.41509274
2026-03-25 16:00:00+00:00,2026-03-25 16:00:00+00:00,70831.1,71760.2,68616.7,69090.0,5699.10284825
2026-03-26 16:00:00+00:00,2026-03-26 16:00:00+00:00,69086.3,69485.2,65714.2,66102.0,9974.52933849
2026-03-27 16:00:00+00:00,2026-03-27 16:00:00+00:00,66102.0,67300.0,65559.6,67020.0,4643.84135867
2026-03-28 16:00:00+00:00,2026-03-28 16:00:00+00:00,67020.3,67124.6,66277.0,66526.2,3099.21431368
2026-03-29 16:00:00+00:00,2026-03-29 16:00:00+00:00,66526.2,68181.6,65000.0,67623.9,7030.86504309
2026-03-30 16:00:00+00:00,2026-03-30 16:00:00+00:00,67624.0,68414.0,66000.0,66733.1,7137.26589371
2026-03-31 16:00:00+00:00,2026-03-31 16:00:00+00:00,66733.1,69318.0,66727.7,68917.3,7698.64692812
2026-04-01 16:00:00+00:00,2026-04-01 16:00:00+00:00,68917.3,69176.3,65701.7,66852.4,7079.55293845
2026-04-02 16:00:00+00:00,2026-04-02 16:00:00+00:00,66849.2,67428.5,66284.1,66832.1,3745.88757681
2026-04-03 16:00:00+00:00,2026-04-03 16:00:00+00:00,66832.1,67545.7,66755.6,67379.4,1966.23705841
2026-04-04 16:00:00+00:00,2026-04-04 16:00:00+00:00,67379.5,67866.6,66606.7,67304.4,2212.44556513
2026-04-05 16:00:00+00:00,2026-04-05 16:00:00+00:00,67304.5,70273.4,67157.0,69965.1,7045.01076731
2026-04-06 16:00:00+00:00,2026-04-06 16:00:00+00:00,69965.0,70344.8,67730.1,68168.2,6119.07744715
2026-04-07 16:00:00+00:00,2026-04-07 16:00:00+00:00,68168.2,72858.0,68079.9,71307.4,11521.78088735
2026-04-08 16:00:00+00:00,2026-04-08 16:00:00+00:00,71306.6,72350.0,70463.1,72144.4,5066.65951684
2026-04-09 16:00:00+00:00,2026-04-09 16:00:00+00:00,72144.4,73305.4,71428.0,72456.0,6841.03977263
2026-04-10 16:00:00+00:00,2026-04-10 16:00:00+00:00,72456.0,73444.5,72380.9,72863.0,3166.64679935
2026-04-11 16:00:00+00:00,2026-04-11 16:00:00+00:00,72863.0,73807.2,70610.8,70887.0,5889.73735937
2026-04-12 16:00:00+00:00,2026-04-12 16:00:00+00:00,70887.0,72458.7,70505.9,71868.1,4373.63098902
2026-04-13 16:00:00+00:00,2026-04-13 16:00:00+00:00,71868.0,76048.1,71675.8,75328.2,10303.75624369
2026-04-14 16:00:00+00:00,2026-04-14 16:00:00+00:00,75327.1,75693.5,73507.1,73843.8,6834.23359696
2026-04-15 16:00:00+00:00,2026-04-15 16:00:00+00:00,73841.4,75429.9,73302.8,74701.6,6041.81591695
2026-04-16 16:00:00+00:00,2026-04-16 16:00:00+00:00,74701.6,78044.1,73914.5,77781.3,10805.55456228
2026-04-17 16:00:00+00:00,2026-04-17 16:00:00+00:00,77781.3,78344.3,75780.9,76171.6,5791.01923493
2026-04-18 16:00:00+00:00,2026-04-18 16:00:00+00:00,76171.7,76248.7,74889.7,75851.1,3536.2983322
2026-04-19 16:00:00+00:00,2026-04-19 16:00:00+00:00,75851.1,75862.5,73717.9,75710.9,6207.18364076
2026-04-20 16:00:00+00:00,2026-04-20 16:00:00+00:00,75713.6,76954.1,75290.1,75839.4,4580.32967057
2026-04-21 16:00:00+00:00,2026-04-21 16:00:00+00:00,75839.5,79398.0,74825.6,79270.5,7187.02890614
2026-04-22 16:00:00+00:00,2026-04-22 16:00:00+00:00,79270.6,79462.3,77180.0,78377.1,7428.69937867
2026-04-23 16:00:00+00:00,2026-04-23 16:00:00+00:00,78377.2,78571.4,76953.8,78043.7,6979.0644555
2026-04-24 16:00:00+00:00,2026-04-24 16:00:00+00:00,78043.7,78061.2,77260.8,77332.0,3605.45589776
2026-04-25 16:00:00+00:00,2026-04-25 16:00:00+00:00,77332.0,78212.1,77129.5,78045.0,2594.0035884
2026-04-26 16:00:00+00:00,2026-04-26 16:00:00+00:00,78045.0,79488.0,76562.3,76790.2,5520.58296351
2026-04-27 16:00:00+00:00,2026-04-27 16:00:00+00:00,76790.3,77494.5,75660.1,76067.2,5015.30875141
2026-04-28 16:00:00+00:00,2026-04-28 16:00:00+00:00,76067.7,77891.7,75714.0,75922.2,5116.88329136
2026-04-29 16:00:00+00:00,2026-04-29 16:00:00+00:00,75922.1,76660.0,74943.7,76465.7,6723.83836494
2026-04-30 16:00:00+00:00,2026-04-30 16:00:00+00:00,76465.7,78919.7,76077.8,78445.3,14483.625931
2026-05-01 16:00:00+00:00,2026-05-01 16:00:00+00:00,78445.1,78683.8,77750.0,78490.6,2378.65437272
2026-05-02 16:00:00+00:00,2026-05-02 16:00:00+00:00,78490.7,79198.6,78061.9,78668.9,2466.89589503
2026-05-03 16:00:00+00:00,2026-05-03 16:00:00+00:00,78668.9,80622.0,78205.0,80033.5,10186.82098237
2026-05-04 16:00:00+00:00,2026-05-04 16:00:00+00:00,80033.5,81730.5,79624.5,81530.3,6953.74638277
2026-05-05 16:00:00+00:00,2026-05-05 16:00:00+00:00,81529.3,82842.0,80722.8,81704.6,7045.6944901
2026-05-06 16:00:00+00:00,2026-05-06 16:00:00+00:00,81702.1,81891.3,79705.7,79898.0,4530.47867935
2026-05-07 16:00:00+00:00,2026-05-07 16:00:00+00:00,79898.0,80513.2,79164.5,80150.3,5254.67037055
2026-05-08 16:00:00+00:00,2026-05-08 16:00:00+00:00,80150.4,80684.2,79739.2,80522.6,2335.391782
